id,text
447,A past coworker and I crossed paths at a coffee shop and they confessed to having feelings for me when we worked together. Since I've been away at college he was able to move on but seeing me in the coffee shop rekindled the feelings he was having and he wanted us to go out together. I was feeling shock and didn't know what to say to him. I told him that I would like to go out but I needed a little bit to decide how I felt about him. Him and I were good friends so it was strange to hear him say all these things about me.
459,"I have very mundane dream scenarios, but I always see very vivid color and I can experience sensations like taste, smell, touch. I had a dream where I was looking through an old abandoned mansion with a team and we had only flashlights. It might have been an abandoned museum because we saw items like dinosaur bones and other artifacts. I see my dreams through a third person perspective, like looking at a movie, but I'm also commenting on it, describing what it was like do be in this scene. So many times while my dreams are happening, I have an inclination of what's going to happen already."
460,"I was in a greenhouse directly from the set of Harry Potter. It was a dark and stormy night, which made the glass walls fog the outside world. I had an uneasy feeling as I was alone in a greenhouse full of weird plants. All of a sudden, I heard a dementor's scream (a flying creature from the Harry Potter series that sucks the souls out of its enemies) echo through the greenhouse. I instinctively ducked under one of the tables as the room began to freeze over. As I looked around, the shadow formed in the far window on the right. It slowly crept closer to my position and began to grow taller with each step he took. When he approached the window directly to my right, I saw the face of Voldemort (the main antagonist of the Harry Potter series, very scary-looking). He made eye contact with me and screamed with laughter. The glass shattered all around me, flying inches past my face, and Voldemort began to advance. I struggled for a moment, then screamed. Then I woke up."
464,All I can remember was that I was pregnant. And I was bad at taking care of the kid and was scared of what to do.
465,"In this dream, I was holding hands with someone I really liked. I remember the feeling of his hand feeling very real and that I was looking at our hand interlocked. We were walking and talking on a sunny day in a courtyard. Seemed like a fancy mansion courtyard where a lot of people were around us, They were walking and talking in their own conversations. Me and the guy kept walking and eventually stopped when there were a group of people wanting to talk to him. Not much I can remember after that."
468,It was first person. I was at school but it wasn’t quite my normal classes. I wondered around trying to get places and talking to friends. But there were friends there with me from my hometown.
471,I don't remeber much about the dream but i do remeber that I just bought this really nice white jacket a few days ago and I picked it up and it had a huge red splotch on it. I then thought wow this looks exactly like the reel I was watching a second ago then I woke up.
472,I was on a run and I stopped at at stop light and a car ran into me and I went to the hospital. My family came to see me then I started to die and then I woke up.
473,"n a big super market like a big Walmart with my sister Alex and all of a sudden a loud voice speaks to us about the groceries we were buying and everyone in the store was confused and everyone was scared. Next thing we know like five min later while we were checking out at the self checkout the same loud voice said something about hoping we enjoy something we’re buying and then saying, anyway this planet is MINE!!. And then a loud grumbling began and these minions of the boss started crowning the store and killing the people inside."
474,"I had a dream that I was able to get the Lenox Spice Village set, which made me immensely excited and happy."
476,I was in a baseball fiedl playing but I was a small kid and then din asourds attacked everyone and I was the only one alive then I woke up
477,"I dreamed that my ex and I were sitting in a field and talking about trying again and about how things hadn't worked before. It was just a super long, drawn-out conversation, and we were sitting under a tree, and it was just super peaceful. My ex is an athletic young adult with brown hair, and I am a young girl with light brown or dirth blond hair."
480,"It started off in a very busy very noisy bar, the bull outside section, with purple and blue strobe lights going off in a very dimly lit area. I was staring at my phone screen and was trying to coordinate a motorcycle deal in the middle east because I was working in intelligence for the government. The phone was not very vivid but more just a haze of light and I held it above my head. I then met a woman with a blonde bob haircut on the street who I knew was in relation to the motorcycle deal but seemed to be a conspiracy theorist/crazy. We walked down a street that looked like the end of Massachusetts street and 6th street in silence because what we were doing was ""bad"" and it felt tense, it was still dark and felt cold. She said she was being followed and I thought we weren't because she was crazy but agreed with her to be nice. I turned around as we were walking and a blob of a figure was walking behind us but it seemed like regular foot traffic. i turned around again and it was a black horse sprinting at us and i got really scared. I started hitting it and it held up its arms and threw blind swings back at me with closed fists as it was a man now. it felt really intense. Then it felt like that awkward point in a fight were your both to scared to fight so you step away and just start yelling and it was Bradley cooper in a bucket hat with a cut lip. He yelled that he wasn't following us but was just running. the he was holding a fishing pole with a hook on the end of it next to my neck to where I would know that if he ripped it it would catch my neck. Then I was holding a fishing pole next to his neck and I yelled back that he was getting too close and it looked like he was chasing us. I was panting and felt startled and embarrassed. Me and the woman kept walking and walked down some stairs to a bathroom that was the foyer with a door on one side. there was another person who felt like they were with us the whole time. The person sat on a counter just across the bathtub and there was a linoleum floor made to look like wood and was lit by yellow light. Me and the woman got into the bathtub and she morphed into my girlfriend. I felt really guilty I was with another woman and felt almost like i got caught by my girlfriend. Then my roommate from freshman year came in and tried to get into the bathtub with us and i had to push his head away and say ""no roger no"" kind of the same way you would with a dog. He was wearing jeans and a white shirt and his felt black and greasy in-between my fingers. both me and my girlfriend laughed each time he tried to get in and it felt very funny."
482,I met some family when I was with mine and they had three daughters and a big house with a huge pool and basically I just talked to the dad the whole time.
484,I went to a drake concert with my friends had a good time and went home with a girl
486,"I was at a forest covered summer camp with people from my high school and at the time guy I liked. We were all having a good time everyone looked the same but the inside of the cabin was very interesting and definitely run down, kind of like the scene of the lost boys from the movie Hook. I then saw the guy i liked with a different girl from our school which made me very upset. Later on on of our teachers became a killer and was trying to find me throughout the house and when I asked for help from my friends while they were playing dodgeball no one helped me and then i was later sexually assaulted by my teacher and then I woke up."
489,I had a dream that my friends and Ihungout in my dorm and listened to music.
490,"This was the most recent memorable dream that I had, and it was my girlfriend's and i's wedding"
493,"I had a dream where I went home over Christmas break and I was in a playground with two random kids, one very young, like maybe 8 months old, and the other one was maybe 7 years old. There was a sort of school shooting or at least a terrorist attack. It was not very scary; I did not feel like this was really happening while I was sleeping. At some point, there was a rollercoaster, and we went in there,e but then we heard gunshots again and we had to run. Then we found a campsite with people who could help us. All the time I was carrying the young kid. I made me feel like I was a hero in my dream. I was not scared but it also did not feel very relaxing."
494,I had a dream that I went shopping with my friends and i saw someone random from highschool and i was just hanging out with friends in a dream.
496,My boyfriend threw up on me and i started crying. i hate throw up
497,I recently had a dream in which it was real life but I was Tinkerbell and the course of the dream was the exact plot of the first movie. I could not taste or smell. The people in the dream were those I see in my day to day life who were also fairies! It was a mixture of first and third person but mostly third. It was a funny and funny dream.
502,The dream was me coming back home to swim with my club team. I went over to the area right outside the locker rooms to see my best friend and give her a big hug. I was so excited to see her. But then I look to the side and these girls were judging us that we left back home. These were girls that I had struggled with before I left for college. They were always rude and held me to a higher standard than everyone else so it hurt.
505,"I rarely have lucid dreams, and I don't think I have ever truly experienced one. My dreams feel almost like words and ideas being displayed in a flash and sparking emotions within me. My most recent dream was of my ex-partner telling me he no longer wanted me and was moving on. I saw only his face, although no words came out of his mouth, I knew what was being communicated to me. I had this image of me running, trying to catch up, although it was very abstract and colorless. I felt sad and abandoned and woke up teary eyed."
506,"My dream was that there was a hurricane coming, and my dad and I had to evacuate wherever we were. We had to rush to put up window covers and pack the car with all of our stuff. I kept trying to pack my most important things, but every time I would bring stuff out to the car, I would forget something else inside. The sky was growing darker, and it was getting windier. My dad was moving slowly, too, and we had to stop for gas and to go to the grocery store. I remember feeling very stressed out that we would not evacuate in time. There were palm trees, but the surrounding area was somehow landlocked. The grocery store was a publixs. The town we were in was a little bit run down but not anything falling apart."
507,I was back in my old high school as a librarian.
509,"I was in a room unrecognisable, I was around my senior year of high school class. I saw Jesus Christ and I remember seeing His bright green eyes. I kneeled before him and started crying because I saw the eyes of my God."
510,"I was at work, with high school classmates as my coworkers. I love working and was having a good time, joking around. A particularly angry customer came in, and due to that I closed the store because I was worried the customer would hurt one of the employees (not sure why or who). I was feeling protective. After I closed, I was in my own home and my previously mentioned coworkers began sexually assaulting me. I was terrified and enraged, trying to fight back and doing whatever I could but it was no use. I woke up extremely afraid and uncomfortable."
511,"In my dream, I was watching a person who looked like me trying to steal my life. It was at a house with a pool in the backyard, and next to the pool iw where my clone and I got into an argument because she tried stealing my boyfriend in my dream."
512,"It was in first person, and this guy, Jacob, tall, lengthy, short (slightly grown out) brown buzz, I think I was outside in a park and he walked up to me and asked if I wanted to go on a date and I said yes and we hugged and then held hands and then i woke up"
514,"First person view, at a friends house the morning after a party, it was dark in the house but the light was coming in through the blinds, it smelled like dust, sweat, and a light scent of beer, I was talking to a guy I was with the night before, we were both hungover, I don't remember what we were talking about, but we started kissing, and then we ate food and then the dream was over. I felt happy, excited, and blissful."
518,"I dreamed that I was in my room and laying in my bed, when a huge spider dropped down from the ceiling by its web. The spider was black with yellow spots, and the web it fell from was white and long. I witnessed the dream from first person POV and it made me feel very afraid as I have a big fear of spiders."
529,no
533,"I dreamt that my cats got lost. And I did everything to find them. I found two of the three cats and I could not find the other. After I found him, he was dead. I think I had this dream because I am far from them now and I worry about them a lot. I know they are safe with my parents. I woke up stressed and it reminded me of my one cat that passed away due to miscarriage."
537,"I was at home In Wisconsin and it was snowy and I was driving and I couldn't stop the car when we were going down the hill, I remember I was with my friends but don't remember which ones, there was a gate at the bottom of the hill."
538,"I was in first person point of view. I went to a concert with my friends. I experience buying the tickets, getting ready, and heading to the concert. The feeling was very excited and happy. Sometimes I was in third person watching over all of us, but I was mainly experiencing everything. The exact details were blurry, like who exactly was I with and what I was exactly doing."
539,"In the dream, I woke up like it was any other day. The first thing I did was check my phone and to my surprise there were three different texts from people that I do not frequently speak to. I remember this acute wave of anxiety that came over me. My head was running wild with what it could possibly be able, thinking something had happened to someone I loved. I open my messages, and this is where it gets weird. All three of the people that texted me said ""I just saw your doppelgänger."" Mind you, they were all in different cities. My first thought was not that this was creepy but rather entertaining, since it was so uncommon for people to find doppelgängers of me. I texted them all back, ""that is so crazy, you're the third person to say that to me today,"" but before I could send it, my phone went black, my apartment lost power, and I heard my front door open. At this point I remember realizing that I was in a dream but for some reason I could not wake myself up. My chest was tight and my body felt stuck. The door to my bedroom started to slowly creak open, and I woke up in a full sweat."
541,"I had a dream last night that I believe was triggered by a recent experience I had. In my dream, I was in the car with my grandparents and my sister when all of a sudden a large brown box appeared. It had a note on it that said it was a birthday gift from my great aunt. When I opened the box I saw that it was filled with cooked Mexican Rice. The rice was not in a package or anything, just filling the box. Mixed in the box was a singular package of grape flavored ramen noodles. My grandma told me I needed to just be grateful for my gift when I asked her why she thought my aunt had sent it to me. Throughout this dream I shifted from feeling very excited to incredibly confused. I believe I had this dream because my aunt had recently sent me a card in the mail for my birthday, but somehow I never got it."
543,I was at school my mom is on facetime with me here and with my friend at home and she is so mad at me and won't listen to me so i woke up annoyed with her but i know it wasn't real but it felt like it
553,The dream was 1st person and felt realistic as if I was fully alert and alive. I was in my old highschool during 3rd period study hall and was talking to an old classmate named lizeth. I can't recall what I was talking about but it was humorous as liz laughed. I then remember someone wheeling in an old projector set and putting on a black and white film. The film was incoherent and then the lights shot back on and I woke up from the dream and felt flashbanged as though the lights had hit my eyes in real life.
556,"There were 2 main acts in this dream. In the start I was in the basement of a typical upper middle class home with one male and female (the dream was 1st person point of view) I cant remember specific dialogue but for some reason we were on the run and were gonna fake our deaths so we took wrenchs and ripped out some of our back molars. we then used the blood and smeared the teeth and blood along the walls and the ceilings. There was a long time skip in my dream after this either because I forgot or my dream skipped itself to a police chase where the girl was driving a car and I was in the backseat with the man in the front seat, we were driving away from something and were scared and frantic, speeding along the road. We eventually had a line of cars infront of us and the car broke hard and then gunshots rung out and I saw the girl infront of me get shot to death I then screamed out and the dream ended. This is the second time I have had this exact dream"
558,I was in first person at a water park with my bestfriend who was a lifeguard at the water park. My boyfriend was there with his dad and brother hanging out at the water park. Then we saw his friends in a lounge pool and they are all football players and were screaming. I went to the bathroom.
562,I recently had a dream that I was traveling with best friend. my dad is a pilot and she wanted to bring drugs on the plane and we got in to a not so heated argument because I had to explain to her that just because there is no TSA we can still get in a lot of trouble and that its still illegal
576,"I had a dream about me playing basketball again(I have not played since sophomore year of high school). I was playing point gaurd and i could make any shot i took. I was in an empty basketball court in a middle school with purple padding on the walls, the only people in the room were the 5 people including me on my team and the other 5 people on the other team. I smelled clean hardwood floor, tasted sweat in my mouth, The other team was a mixture of skinny blond and black haired guys about my age. My point of view shifts to a referee, who had the same sight and sensations of me as a player. I do not remember a lot of the actions, other than playing the game and not being able to miss. It was a good feeling and I enjoyed the dream"
