unique_id,dreams
3364L,"I was being set up on a date with a professor by a friend who was only doing it to spite someone else. But I liked him anyway. I couldn't find my way to his office, but my job was located in the same building. I stopped by there as a shortcut, found my coworker was there and realized no one had told her we were closed because of the virus. She had a great new haircut. I didn't tell her we were supposed to be closed."
3824L,"I got a package in the mail. It was a pair of green sneakers. I was disinfecting the box but then I had to smash several stink bugs in the room. (They are a constant source of stress for me for 6 months of the year and I dream about them a lot)This caused me to wake up. The second dream, I went to Japan. I had my dog and he was able to roam the hotel with other dogs. I was excited to shop for Japanese beauty products. I rode a Segway type thing. There was some concern for masks at some point so coronavirus was still in the background."
3467L,Random things. No real plot.
3895L,Random stuff. Family. Friends. Nothing terribly memorable.
12085L,Random things; not memorable.
12562L,Random things; not memorable.
13041L,Random things.
13492L,Random things. Not memorable.
13935L,Random things; not memorable.
14433L,Random things; nothing memorable.
14899L,Random stuff; not memorable
15285L,Random things; not memorable
15575L,Random things. Most of it was not memorable. The only part I'm recalling is a short bit where my husband said that we'd be going swimming tomorrow.
16075L,The admin for my division was sick (not covid). I wanted her both to finally understand something that was misunderstood and to die.
20042L,Random things; not memorable
22266L,Random stuff; not memorable
3670L,"Plane crashes, government vendetta against its public in the form of shooting planes down, trying to survive and not knowing who was trustworthy in my fellow citizens."
14998L,I was doing a lot of bus transfers using a student bus pass. In the dream I attended community college. Then I was talking to people on the bus about study abroad and how digital learning went with their kids. I was irritated by how much some teachers relied on the parents (this is real. I'm a teacher and I have a real issue with this)
23423L,"I can't remember everything but I remember that I started praying to the Christian God, like desperate for something to make life feel meaningful."
24114L,They were all pretty mundane
3803L,Climbing a fictional tallest mountain with jacobs-ladder style equipment with my hockey team
3655L,"I had a weird dream about a large sea creature that overcame being hunted by throwing Its comrades (a whale or a cow? Something heavy) up into the air and creating whirlpools to get away.    Then I deampt about an animal sanctuary for small animals like cats and dogs; it was all outdoors, sunny, and and sepia toned. Everything was fine and the animals were really cute. Then, for some reason during a meeting, the computer became sentient, and sent images to the projector screen to communicate with us. Eventually a representation of the AI came out of the screen. He gave the humans trials but wasn't as smart as he thought. E.g. he had a person (Trump  but also not Trump for some reason? You know how dreams are) asked him to define a radioactive element (began with C? But couldn't. The man declared that he was stupid, as the word he can't define appears on the $20 bill, so why had he never bothered to look it up? We pulled out some 20s and pointed out that the word did not, in fact, appear on our currency. He looked like he was having a mental crises so I pointed out that we change our money all the time, and perhaps it was on an old version. I knew it wasn't though.    Later at the animal sanctuary, I was walking dogs, cats. Someone kept asking about naming an animal after my sister. I resisted at first, I think I was jealous. But then gave in and said to name a really cool one like a little dog (she likes those) or lynx after her and that she'd like it.     I also dreampt it was raining, and I was working on printing a large project (meanwhile other people also printed to the computer but my paper and settings were in there, so it printed their manuscripts incorrectly, e.g. printed sideways and hole punched all wrong) and a man (an academic mentor?) Came to check on me. I told him that I would have been in Japan, but wasn't so I was a bit sad (which is true, my flight was supposed to be yesterday but COVID-19 happened). I wanted to speak in Japanese to impress him, but I held back. I felt guilty for thinking he was attractive (since I have a partner IRL). He gave me reassurances about a variety of things, and offered to give me a ride home due to the rain."
3979L,"There was this house; and it was haunted (sort-of); parts of the second story were exposed to the elements. The whole dream had a murder-mystery vibe; and although someone was trying to harm certain people in the house (e.g. by setting part of it on fire or by scaring people when they were in the basement) it was not a scary dream (I love the horror genre. Haunting of hill house is highly recommended)  In another dream, I was in a club with my partner (male) and another girl started kissing him. I was drunk, and slurred ""keep your hands off him"" and was rude to her. Then; my partner in the club was a female who I had just started dating (e.g. this person was no longer my boyfriend) and she pointed out that this wasn't necessarily a date; and I agreed that monogamy is only applicable after having a conversation about being in a relationship and not just dating.   In the last part of my dreams; I was in a school (I think it was a high school? It was not somewhere I recognized) There was a kid on his bike, and I complemented him to boost his self-esteem. Later; I was socializing with peers and decided to work on a project rather than going out with people. The girl that was kissing my partner earlier in my dreams was there; and I apologized for being rude to her given that the person she had kissed was not ""officially"" in a relationship with me. She accepted my apology; she was very kind and pretty."
12337L,"I had a bunch of dreams, on in which only one person showed up to my birthday party. It was weird since the person who showed up isn't someone I know well and have only talked to a couple times."
14214L,"I had a dream I was staying in a rental house with my family, and they were trying to get me to break up with my boyfriend; who in the dream was a mashup between the man I am dating now and my last ex."
15082L,I had a dream about dog/cat creatures that looked partially human. I also had a dream about a giant pride parade that was also on a roller coaster.
4684L,I dreamnt of having a conversation with a person about children/babies.
4788L,I was in my daughter aides house. It was by a train track and I was worried about the noise.  We were cooking and then left for an amusement park.  We illegally parked because we had to check to see if it was open.
11392L,"Trying on clothes, found a closet but it had a fireplace in it.  Was traveling somewhere."
18843L,"Very upset that my son's girlfriend was avoiding us, here visiting and was hiding."
14137L,Something about being in an open office and having many tasks
6845L,"I was trying to fix my car with my family, and we were on the phone with my mechanic. We were trying to fix a sound in the engine but the parking brake slipped and it kept rolling away from us as we were working on it"
4432L,My dad died and it felt very vivid.
3963L,I dreamed about a video game I had watched YouTube footage of the day before.
4305L,"In the first dream, I was ahem, fooling around with my fiance in the back seat of a car when we saw a family of black bears out the window, trying to get into a house (looked like my childhood home). Suddenly the bears became interested in the car and as they approached, they turned into people. Their was suddenly a baby in a car seat in the car and the bear-turned-person asked if I would roll down the window so they could see the baby. That person started unbuckling the baby from the car set very quickly and was trying to take the baby and i was screaming and hitting the person and telling my fiance to drive....    In the second dream, and the details are very hazy, I just know that I was taking care of my younger brother (who has special needs in real life) and I was very scared that he couldn't be left alone because he is non-verbal and people will not understand him and he will become angry and push people when he is not understood. We were in some kind of waiting room and the dream was very stressful and I seemed to be racing with time."
12964L,"A wedding, colleagues from work"
4208L,I dreamt that a project I was working on kept getting delayed because of frustratingly simple setbacks that should have been easy to avoid.
11679L,I dreamt that I ran into an old friend that I haven't seen or talked to in years.
15735L,I dreamt that I had to make guacamole with Donald Trump and we were at the grocery store to get ingredients and he wouldn't listen to anything I said. He kept trying to buy weird stuff that had nothing to do with guacamole but also didnt want to buy important things like fresh produce
4538L,I may have dreamed of cheating on my girlfriend with a coworker...  nott proud of this one.
15734L,random highschool related nightmares... as usual
19264L,"i was back at school and was assigned a very very tedious work and i was like ""what the fuck im a doctor im not doing this shit"" and then i woke up. and lmao'd."
4085L,I was a 7 year old boy and came home back from board school. I played with my childhood friends. My mom was worried when I had to go back school.
4514L,My husband takes me back to his home and I sleep all day. Meet my monther-in-law and she and I talk about my health concerns.
15248L,"I dreamt a man visited me (it was implied in the dream we were friends, but he wasn't someone I know in real life). When he arrived I had another guest over (she also wasn't anyone I know in real life but it felt like she was my friend in the dream). The guy hated her for some reason, so she quickly hid herself behind the curtains in my dinning room and stayed hidden until he left the house.    When he was leaving, he tried to kiss me. I turned my head quickly and said ""what the fuck? You know I'm a lesbian!"" He left without saying anything. Then, me and the girl chatted about everything that happened while seating in my living room."
16798L,"I had several dreams last night. In one of them, I dreamt I was simply watching random YouTube videos (videos that don't exist in real life) of a musical group I enjoy (I watched a lot of videos of this group that night before going to bed).    I don't remember most parts of another dream I had, but I remember 1 scene: I wanted to smoke some weed and I was in the bathroom of my house grabbing the weed and the weed grinder to roll a joint. The rolling paper was in my dad's bedroom, and I was a little embarrassed about asking him to give me some; the dream ended before I could do it. (in real life, I exclusively smoke weed in social contexts with friends. I've never smoked it in my own house and I have never rolled a joint by myself. My dad, who lives in our house, smokes weed, but I have never smoked with him. And he never leaves weed in the bathroom haha!).    The last dream I remember didn't involve me, i.e. I wasn't in the dream, it was like watching a movie. It was about a group of women prisioners that were in a mixed gender prison (I don't know if that exists in real life) but they wanted to go to a women-only prision. To do that, they had to record a creative video about themselves (kinda like people have to do to get in some reality shows in real life) and that's what they were doing in my dream."
19745L,"I had several dreams last night. The one I remember the most was about some friends of mine throwing a party. I didn't go and was worried about them catching Covid, but didn't say anything to them.    I had a few other dreams involving friends, colleagues from my university, and friends from my past. I also had one about me playing some sort of online game on my laptop."
4624L,I dreamed that my fiancé left me. It was more of a nightmare
4053L,"I was out with friends, the guy I like was there with his girlfriend again, so I stayed at the table while everyone else had fun."
4099L,"I dreamt that I had travelled to an African country with my ex-boyfriend. However, when we arrived we were not allowed to enter. We camped during our trip. Then I dreamt that I was taking part in a sports competition, and because we had attempted to enter the country, we were wearing specific red shirts."
4673L,I was wrapping gifts.
5431L,Dreamed of cooking and driving
4074L,"Three dreams: One involved me visiting a dental office I used to work at, to see the head dentist regarding getting out my wisdom teeth. Another: My mother was screaming at my sister again, and when my mother had gone, I was trying to convince her to move out. Another: Someone was executed."
4513L,"I traveled to Taiwan, but I didn't do much that I enjoyed."
12533L,Saw a college buddy and got to lean up against him when we prayed over our food. Also got to take a trip somewhere.
13024L,I went to the other pole dance studio. I also went to Chinatown with a church acquaintance. I saw Mr. Monk.
13418L,"I was working on a play for class with a couple people, including a guy who in real life is interested in me. (I don't like him.) He didn't help us at all and wrote a school newspaper article criticizing us. I got mad and tried to comment on the article but couldn't because the comments weren't popping up."
13903L,"In one dream, I was suicidal; I think I wanted to jump off a building. In another, a few of us girls who'd been abused by the same guy were all chatting. In another, I saw coworkers. In another, I was practicing my driving (in real life, I have a license but haven't driven in two years)."
14366L,"I was lying down in our mortuary break room and told one of coworkers I lie down like the decedent (which I naturally do, flat on my back and hands on chest). Then, I curled up."
14882L,"I was going to a Nightwish concert on Maui but got to the airport half an hour before the flight. I tried bribing someone in the first line to let me go, but in the second, TSA stopped me."
15284L,I saw a work buddy.
16097L,Saw Greta Thunberg
16425L,"There were people who wanted to arrest some friends and myself, I think because some were Animagi, but thankfully, one shapeshifted and hid."
16770L,"I dreamed, but I didn't bother logging it because it was not very interesting."
17345L,"I forgot most, cause it wasn't interesting enough to log in my dream diary, but the dream was intense: It felt like I was inside an actual world with its own rules, and was vivid. In one, I was in a large gathering sitting at tables with others, possibly at a movie theater, and I said this was like the funerals that I left my (real-life) mortuary over."
20395L,"I got a massage. In another dream, I went to Taiwan."
22386L,I can't remember but I know it was intense and involved an evil woman
24150L,"In one dream, I was planning to go on Tinder to find a guy."
4704L,"Don't remember all of them. Had one dream that I was arguing with my mother - she was criticising my outfit choices for Zoom calls, saying it was unprofessional to wear pyjamas, though I'd been wearing silk blouses. It was strange because 1) we very rarely argue and 2) I haven't had any professional Zoom calls."
16412L,"I was on some kind of opera tour with a few other singers, and none of us seemed to have the right things to wear. I had underpacked the sort of comfortable dresses I usually wear, and somehow I'd packed a bunch of random costume pieces. A really catty girl I know from a training program kept commented that everything I had was too ""conservative"" for her to borrow because she needed something ""young"". She ended up wearing a stupid looking romper that was unfortunately in the same patterned fabric as one of my few viable dresses. I don't recall how this ended."
16722L,"There were lots of dreams but most recently, my husband and I were students at my elementary school, and we were each supposed to have birthday celebrations. I wasn't sufficiently organised because I'd slept over at a friend's and also forgotten my own birthday. And I had also left all of my textbooks and things at her house, including my face masks, so I couldn't even go in. I had to lay low in a corridor and eat cherry tomatoes from an old crudités platter. Then somehow we were at a donor event where my old academic rival was being celebrated for a talk on climate change. I knew the talk was full of errors but I didn't dare say anything."
4027L,Thinking about an old friend. She was in Philly to see a show and I had just got home from Philly but decided to go back to see the show and see her. I don't think I made it to Philly.
14515L,"I dreamed that I forgot I had a pet and accidentially neglected it, which made me feel so guilty that I wanted to die."
15063L,I dreamed about old friends.
15299L,I had a difficult exam and failed miserably.
4695L,More adventures with friends. My left arm was swollen and my right arm was normal and I got scared. They hurt.
4768L,Cannot remember much. Just more adventures with friends
7387L,"I remember a dream about minecraft, reviewing some build that a person had created on my server"
4034L,Trying to keep a rat safe while moving
8079L,"I went to work, but I was wearing someone else's hair. And it was in a forest. And I was a cook."
12366L,I moved into an old apartment that used to be owned by my in laws. It was filthy and had dust all over so I had to clean everywhere for a very long time and even then it was only presentable. I bought some things for the apartment then went to a supermarket. My dad was working at a checkout line but then he got a page to go to another aisle. I waited for him to come and finish checking me out so I could leave but he wasn't coming back.
14683L,I was at a social event held at a convention hall. I was gathered with a few friends from highschool and sitting near the entrance. I met some of my friends from undergrad going into the convention hall and talked about them behind their backs with my highschool friends after they went in.
4687L,"Sarah, a neighbor my husband slept with yet is helping me in the court proceedings (yes, he's that much of a sociopath), stood at my garage door for days and determined the password to enter the house.  She was very open & proud of her accomplishment; but I immediately changed the password.   Later, I finally was invited by my husband to visit the apartment (for which I pay half) where he now lives.  In reality, I've never seen it.  In the dream, it was an old brick Victorian--is that possible?--atop a shop and his living room was round, inside a turret, with tall bay windows.  At one point, a photographer needed to photograph into the room from street level and he left me alone in my husband's apartment.  Only later did I realize I lost an opportunity to grab evidence.  Our cat sitter Blake arrived to take my husband to the airport. Although he surprisingly was speaking Japanese fluently and wearing a black sweatshirt with red and white kanji, the casual wear had a drawing of London's Parliament (red, white, & yellow) and my husband reluctantly told me he had to fly to London.  Suddenly, I'm sitting at an old friend's sparse apartment and asking him how his life has changed as a pirate of published works.  In real life, he helped invent the RealPlayer so never needs to work again.  He told me it's the same as 2003.  He just steals films and music; but now he owns every level of an Italian-style 1970s apartment building, which he rents to his ""buddies"" . Then I must've been bored, because I finally awakened."
11926L,"Now I only can recall my last dream, yet there were several throughout the night.    I was temporarily living in Rome and had a male roommate from NY.  (Now that my research has determined major-urban real estate should decline in value by 67%, I realized Manhattan may no longer be beyond my grasp; so right before bed, I was looking at rental rules for landlords, encountering new rent-control laws as well as co-habiting companies and their issues.)    It was about to be his first subway experience after the pandemic disappeared; so I asked him how he thought the layout would change.  I already had seen the aftereffects.    At first, he refused to predict what he would see.  Then I became more annoyed as he rattled off social distancing measures, when I explicitly had asked him how the space would change in a non-protective way.  He refused to think about it and soon we were at the doorway.    What I wanted him to ponder was how the real estate inside this dark cavern would be allotted with more folks out of work.  I wanted him to predict work-from-home status & blossoming crime would lead still-employed people to reside outside Rome proper, which would lead to far fewer subway riders and more open kiosk space/fewer vendors.  That extra space would be secured by smart people as storage space for the existing vendors, allowing them to operate with less hassle of hiding/carting home their visible stock at the end of the night.    Once inside the building, my roommate became female & we see my best friend from the womb--our moms were pregnant together and friends, too--working with her brother & his family selling wine just inside the doorway.  I was shocked.  My friend Linda always has the most incredible jobs.   Presently, she works alongside an Israeli billionaire chemist & doctor, working on cancer drugs.  Those companies are sold, once the FDA likes the results and then they proceed to the next cancer killing idea.  Before that job, she was the grant writer for Sean Penn.  In other words, she works well with difficult. powerful people and here she is in a dark subway selling wine?  She seemed happy, though.  She was in Rome, at least.    It was great to see them again; since we normally live so far from one another.  I had a horrible time introducing my roommate Jodie to them.  We kept being jostled by the emerging subway riders.    Then I noticed no one was buying wine; yet they were buying cigarettes, candy, snacks, water, & convenience store items from the neighboring kiosk directly opposing the staircase leading up to street level from the subway cars.  I realized location is everything, as well as serving the immediate needs of your clientele; since there no longer were wine aficionadi left in Rome. These were ""essential workers"" left to rush back and forth to menial jobs.  Then I started musing how artists would be the next inhabitants of Rome and what they would need amidst the rubble...  That's all I can recall."
12444L,"I just had them and now they are gone.  All I can recall is scaffolding, the kind underneath moveable bleachers in old high school gyms."
12907L,"I was given a paper ticket and told I must not lose it under any circumstances.  However, I did not know what it the ticket accomplished.  I was around acquaintances and soon someone led us into an old dark brown wooden stadium with a muddy middle and all sorts of horse jumping gymkana obstacles.  The entire venue looked too small for whatever would transpire.  We were seated in the stands. To much fanfare, the wannabe-royal Middleton family arrived.  I recall thinking the matriarch was wearing far too much ruffle for her age to be accepted by the higher staid society to which she aspired.    Soon the games commenced.  They were an amalgamation croquet & polo using  carriage horses.  Yes, it was too small, by design.  Many carriages were overturned, creating greater obstacles.    It was an attempt to bring folks back to outdoor group events after the pandemic by creating new yet familiar sports for fans."
13386L,"I barely recall, other than I constantly was getting the house ready for a video showing recording and fretting about it; because it will ensure my private life is not as private and all the legal ramifications with my estranged spouse, who is not allowed on the property.  This video will allow him access, in a way.  Hence, my dreams are replete with this issue."
13883L,"Of course, I could recall them each time I awakened and now, sadly, they are gone.  I just remember they had nothing concrete to do with the pandemic.  Life was proceeding normally...for a dream."
14309L,"It's all a blur now, but I remember awakening at 3:32 am and thinking, ""I've only been asleep for a little longer than one hour?""  I felt as if I dreamed forever.  Something about travel and an extra barrier we were forced against COVID-19 to wear that looked like a transparent plastic shower cap.  At one point, I passed a mirror and saw a spider crawling up near my forehead hairline, under the cap, and I was not allowed to remove the cap.  I'm not arachnophobic; but it was unsettling to try to remove it with my fingers as forceps, rather than a sweeping motion off my head."
14855L,"Something about dating & its stresses in COVID times.  Not that I am, but I must've considered it to dream about it."
15218L,"I found myself in Reykjavik with a male traveling friend Bradford from decades ago.  It was night the whole time we were there.  He had surprised me with this trip and I kept wondering how many days we were staying.  He never would answer that question when I asked.    At one point, we were doing our own thing and I ended up a little outside the main area of the city at a dance studio.  At that moment a very famous black male dancer was about to perform and I was backstage with the group, observing.  I did not recognize the name of his dance company, but he was from New York.  He was dancing with a heavyset yet very adept nude female in a very dramatic and syncopated fashion.  It was mesmerizing.    Backstage, I had put down my cell phone on a small Louis IV glossy wooden table stand with an overflowing plant taking up much of the space.  It looked like a Kindle, all wrapped in that fake leather binder, but with some heavy plastic off-white rounded retro-modern ""box"" under it, attached with a USB cord.    When it came time to leave, I picked it up and proceeded outside.  A double-decker silver bus with no roof was backing into a stall just past the door to the building.  Of all things, there was Bradford in the last seat.  I gingerly was able to step straight into the back of the bus and I expressed my surprise it was so easy to find him.    The bus took us into town and folks were talking about a surprise concert--I'm looking out the window as I type and I can see the first chipmunk of this year.  So beautiful!--that I wanted to attend.  Bradford is not enamored by music or anything not practical.  I tried to convince him it was possible & desirable, but did not know when we were leaving Iceland.  I tell him about the Sigur Ros performance I attended years ago in a Reykjavik high school gym; but he didn't know that band.  Then I told him of the GusGus event, where we all were smashed together, dancing in unison, tall girls' breasts gyrating into our backs; but, again, no reception. There was no convincing Bradford live music was worthwhile.    Suddenly we are ice skating indoors and he pulls out a bright yellow condom.  He said, ""I never know when I will need it, but I don't want to miss an opportunity.""  For a moment, I realize how long it has been since I've experienced anything sexual with another human, and I momentarily consider Bradford.  Then I realize it would change the travel dynamic.    After a few hours, I find my phone and realize this off-white attachment is not mine.  It's called a ""Just Jared"" (which I thought I never had heard of until I looked that guy up a few minutes ago) and Apple had considered it its first ""smart"" electronic machine.  I somehow knew it was worth US$500,000 and we spent the rest of the dream trying to find the owner.  I could not leave Reykjavik with it in my possession; but I did not feel ethical handing it to some stranger to not steal.  For some reason, the police were not an option.  I needed to find the actual owner to return it to him or her.    That's all I can recall."
15558L,Something about Italian lyrics and song structure.  I was trying to explain to a stranger how I believe Italian pop songs are closely related to operatic composition.  That's I can recall.
15988L,"Definitely COVID related, but nebulous on the details.  Something about looking for a place to live amid the impossible rules."
18806L,"There is a famous sexy male celebrity I know IRL. He wrote to me via email about an update of his arrival to Serbia via Albania.  Therefore, I dreamed I was helping him create a travel television series.  I was too old for him, so when a beautiful blonde 1920s-ish heiress named Charlotte arrived via bright yellow bi-plane to a desert setting where we were filming, I marveled how little jealousy I felt.  It made sense to me he would be interested in her.  As she landed, he was busy running with & using a javelin to throw himself into the sky.  He could jump hundreds of feet above the earth.  It was incredible!  He asked if I wanted to try and I was skittish; because I did not know how to land safely.  However I really wanted to try and began walking toward him.  That is all I can recall."
19126L,"Lots of dreams, but the only one I recall is I was following my (now-dead) mother through some backyard shed areas.  I marveled that she very recently awakened from a nap and immediately was walking to a neighbor's home to visit her.  I normally need to feel perfectly presentable.  Yet I followed my mom part of the way, through the mud.  She turned back to me and said, ""If you want a job, just hand your resume to a priest.  They know who needs a nurse.""  I awakened realizing it's probably true."
19942L,Something stressful about having to sell the house again.  I always get PTSD from moving domiciles.
22048L,"I only recall the end of the dream.  My dead father was driving.  I was in the passenger seat.  We were climbing south on a cliffside highway, such as Highway One between Carmel and Cayucos.  Suddenly we skidded on rubble and my side of the car was hanging off the cliff.  We hadn't fallen yet and I slowly was trying to lean toward my father, since his side of the car remained on land and not over the crashing waves hundreds of feet below us.  I could not endure the stress any longer and I awakened at 9:43 am."
125LB,"I just remember vague images, we were at an outdoor wedding (we'd actually been at an outdoor wedding that evening)"
4672L,"Something was happening to my duck resident, Scoot, in animal crossing. I was trying to help him.    I cant remember anything else."
12489L,"I cant really remember now,    I do remember one involves being in high school and I was being bullied. I remember then turning doing something mean to my bully and hiding in a locker."
14912L,Today is my day off.    Last night i dreamt that I went into work today anyway to update some case notes before going to get tested for covid. I was trying to hide that I was getting tested just in case my headaches (which I get often irl) were a sign of infection.     Almost every single.case i talk to has a headache first. In my dream i was worried about my cases and wanted to be sure they were okay if i had to be out of work.
21528L,"So many vivid dresnd3    1) masks dreams are back....it has been months ans no doubt it is tied to my governor( Texas) repealing all covid restrictions   - i was going into a phone store to look for my husband. He had gone in while i was in the shop next door. No one in the phone store was wearing a mask. Every where I turned there were unmasked swarms of people, must joking about covid.     2) i dreamt about the vaccine distribution. I forget the exact content.  Vaccines have been a huge part work recently...especially this week    3) i was at my grandmas house. My grandpa had died and the funeral was soon. I remember feeling so sad in this dream when we were leaving. The house seemed so lonely without him. I didn't want to leave my grandma alone    And in real life my grandpa died last summer. I couldnt see him in hospice or go to his funeral because of covid. Im honestly not sure the weight of it all hit me until this dream. I wont see him again.    I actually didn't fully process my great aunt's death until a similar dream yesrs ago too.    4) we packed our cats in a truck and needed to urgently get to Austin, Texas. At some point that turned into finding Baby Yoda washed up and cooing in a puddle if water. Then us trying to hide and protect him from a pushy couple who wanted to know our adopted baby's race and put mascara on the baby     5) trying to solve a murder..our ultimate solution was to test it out! I asked my husband to stab me and figured we could just restart my heart. I was dying in the dream, hoping our plan would worked   Then I woke up"
4974L,"Nightmare..but not sure why i would classify it as such, but somehow made myself wake up from it and usually only happens when dreams are nightmares for me. i was in a weird nursing school, like a building made up of hallways and very old passenger train cars. The instructors were strange, and often punished us physically for not answering questions the way they wanted us to. The punishment took some very twisted forms. i don't want to describe it because it was quite ugly."
5155L,i truly cannot recall the details; but they were not bad dreams or nightmares.
11664L,A lot of dreams and truly cannot remember them..they were hectic.
12571L,"Many dreams, but the one part of one that i remember well is one with one of my younger sisters, (i have 4, this one is second to youngest.) She is not one of my favorite people, and i am definitely not one of hers..in real life, and in the dream, i guess, as well. She has nice hair in both worlds: dream and real. i wound up with the shitty end of the hair stick in both worlds, at least in this dream. i wanted to know which products she uses to wash and condition her hair, as even though our hair is different as to it's appearance, it is sort of the same, in both worlds. She was more than willing to tell me the shampoo, but very hush-hush on the conditioner. It took some serious effort to pull it out of her, and then it was only because she said she knew i could never afford the conditioner in my lifetime. She showed me, and at first i was disconcerted seeing the price tag of 1200 on it. That would be out of my range both literally, and even if i decided to save for something, it would never be stupid conditioner..i could pay two of my kids rent for that amount..buy all of the grandbabies and kids presents..and i was just staring at it thinking how ridiculous, when i realized: the price was in pesos."
13033L,"i can only remember disparate elements: my daughter, my mother, my grandmother, water, running."
13278L,"i was in a forced communal living circumstance where i was not wanted to be a member of the household. i was locked out on two occasions. It was a strange place. There were babies that did not belong to the people, not being properly cared for, and i got into trouble for paying them attention and providing care. It seemed like i was not me, but someone else, at a much different age..maybe somewhere between 17-19 years old. i was frightened much of the time. i had a small corner where i could keep my things, but often had to stay outside on the front porch or in the garage to wait to be allowed in. The mother figure found me amusing, but did not like me very much, and the father figure was very threatening toward everyone. There were about 16-20 people there at any given time, not including the children and babies. It seems like human civilization had fallen apart, but i do not know why."
13560L,"So jumbled that it would be hard to characterize any one dream. But my younger, yet closest in age, sister played a part, and babies. Haven't seen my sister or talked to her in nearly 20 years. But i think of her daily, especially lately."
16491L,"Mostly nightmares. Had a son with my husband; we have not had children as he didn't want any, and i have 3 grown children already. We lost our son-it was unclear if he had died or just disappeared. That is the one i remember. The other caused me to wake up twice as each time i went back into it, but i cannot remember."
4726L,"Just little ordinary stuff, but also dreamed two friends got sick"
12643L,"Random, family, fragments"
4832L,"Sister worked at a convenience store and there were a bunch of open chocolate bars on the shelves and unwrapped cookies but there was a person employed there just to clean. Also I had a dream that I was giving crystal meth to someone at my church who ""needed"" it (I'm watching a lot of Breaking Bad haha)"
11686L,Dreamed about flying around an apartment but actually jumping and it was someone elses and being caught but scaring them. Dreamed about being at my sisters bachelorette/wedding shower and at my Grandmas house but it wasn't her house it was some scary attic i couldnt believe she lived in. And she was still alive but dead and had a worker.
12918L,"Dreamed about no social distance, a weird swimming pool that I always dream about that doesn't exist, and a gym being open."
4641L,A hiring committee in which the decision maker was telling the candidates her negative feedback which normally would remain confidential.
18045L,In one dream I was going grocery shopping in a very strange store and I kept taking off my mask in an unconscious way and then being horrified to find myself unmasked.
12580L,"I dreamed that I got the promotion that I'm currently waiting to hear if I got, but with really over the top reasons as to why I got it in the dreamscape."
12840L,"I just remember dreaming, not the content, as I couldn't go back to sleep for awhile and read in bed around 4:00 AM."
13297L,"In real life I made creme brulee.  In my dream, I was trying to put sugar on top and torch it for my uncle who showed up unexpectedly to impress him as he's quite good with ice creams and custards.  But I couldn't get the sugar to spread neatly on top and i ended up accidentally folding  the sugar into it and just ruining the custard, trying to smooth it over and retorch it."
14284L,"I dreamed that three of my boyfriend's female cousins were getting married (nonexistent cousins in real life) and he was being very cruel about how greedy one was.  He said that if you had five dollars, she'd demand three of them, and I suddenly got Sia's Cheap Thrill's stuck in my head. I believe we then ourselves got married.  I was watching a Jane Austen movie before bed."
14262L,realized at 9:50pm I had a test due at 10pm. I only answered 7 out of 20 questions and completely failed it
4913L,"I dreamed that I was at a Red Hot Chili Peppers concert and met my favorite artist John Frusciante, who told me to keep 6 ft distance and wouldn't shake my hand because of the virus."
4938L,My cousin
4883L,"I was at work, but that is the only thing I can recall"
5000L,"I was in a house with many guests and concerned about their comfort and meeting their needs. But, at one point I became frustrated because I couldn't meet my own needs for downtime"
5553L,I dreamt about working in an ICU environment- it felt like the dream went on all night long
16750L,I battled monsters in my neighborhood. I was in the street and an alpaca morphed into a T- Rex and it lunged at me. A really big dog tired to bite my face and another animal threatened me. I was surrounded.
18114L,"I don't remember exactly, but I remember it involving characters from a series I watched on Netflix."
7969L,eating at restaurant with group of people from my past  conflict between people  people jumping off ledge into valley as sport
4723L,I dreamt I was attending my friend's child's funeral (which unfortunately happened in January of this year). I was also in a relationship in the dream. I was grocery shopping with a boyfriend. He was not someone discernable (meaning knowing him from my actual life). I stole my aunt's yogurt from a refrigerator. I was then at a concert watching 90s grunge bands and singing along.
4849L,I had emotional dreams. I dreamed about friendships that I have lost over the past 6 years. I saw all of them progressing in their lives while I felt stuck or frozen. I was planning on moving from my childhood bedroom and was waiting for the movers to arrive. I started crying after a long time friend gave me a birthday card expressing her love for me
20102L,"I dreamt I was on a cruise ship. The ship was in Greece then we traveled to NYC. The waters in Greece were beautiful. The waters in NYC were still clear blue but choppy. The ship appeared to be sinking as we were docking the boat in NYC. However, the captain reassured me that we would come back up. He was correct and we docked safely."
13744L,I had a dream our house got robbed in a home invasion while we were home and we had to call the cops for help. the cops never showed up and were so fearful
14160L,vivid but just daily life activities with friends i haven't seen in a while
18686L,"I was walking with a group of friends down some marble steps in Washington DC and the NWA song ""Fuck The Police"" was playing and everyone was signing it."
13357L,"Was wearing rollerblades at ""work."" Looking for my cousin who was a speech language pathologist in my dream (physical therapist in real life)."
15539L,Working on my husband's anger management skills and trying to show him how his intense or heightened reactions can turn others off or make them uncomfortable
4789L,"I had a dream that I baked a really nice sourdough bread haha     I had a different dream that my coworker and I worked in a grocery store instead of a school. In this dream, she was asked to hang some art up in the store, but first she did it in her office instead. Then, our boss had to explain to her that it was wrong. When she hung it up in the right spot, they were crooked. I almost fixed them for her, but then I woke up."
