unique_id,sleepdiary_dreamcontent,,
20948S,I was at a wedding of a friend whose wedding was scheduled for June 2020. I was at a table enjoying dinner and drinks with all my friends who I have not seen in months. ,,
14576S,I was at a wedding of some sort.,,
1553S,I was at a wedding with my familt,,
14793S,"I was at a week long overnight event (possibly for graduate school program) with people I had never met before. Dream went off course from the event to follow a budding relationship. His friends noticed us interacting and eventually his friends told me what they saw in him, which gave me the courage to have a more personal conversation with him. As the conversation started, I woke up. ",,
25300S,"I was at a wild sex party. The police came. I went in to the next room to warn the people there. At this point it was now a family reunion. Cousins , siblings and both my parents who are now dead were there. I went in to the kitchen to get a cake and dropped it. I unsuccessfully tried to catch it. I looked a my mother and said you can tell whoever made it the icing was delicious.",,
20549L,I was at a work conference and my two dogs were with me and I spent the whole dream trying to figure out what to do with them ,,
9171S,I was at a work meeting talking to friends.  Nothing too interesting.,,
16334S,"I was at a work party with two of my former grad school classmates. The employer decided to increase productivity, there would be one office party the entire year celebrating all events. So it was a hybrid holiday/birthday/baby shower/retirement party. Probably because it was the only party of the year, the room was trashed. The state of the room attracted lots of bugs and a scorpion. We left the party quickly at that point. ",,
6833S,"I was at a wrestling show (I watched peanut butter falcon movie before bed) and after the show if they didn't have any extra people to fight they would draw tickets from the crowd and my ticket was drawn. I ended up having two other girls to fight but I was easily winning. we just kept wrestling without much action until we got bored and decided to stop. Then we took one of the girls to the athletic trainers in the basement and a famous woman wrestler was there but I didn't recognize her, I thought she was a soccer player ",,
2394S,"I was at a zoo/hotel? But I wasn't just a guest I knew the owners. A crocodile crawled out and bit my knee, then I got bit again by another alligator on my other knee, then my hand got bitten by a porcupine. Back in the hotel room healing we had to evacuate, so I packed up myself and my cat and my laptop bag. Then the dream shifted and I was in the room and there was some sort of power dynamic going on with the group of men in charge. Then my sisters and I were out riding horses in the muddy field on some errand but the horses got spooked so we had to get a ride back. My grandma was there too? Also something to do with target happened at some point?",,
2649S,I was at an adult summer camp and I had no friends and felt excluded by everyone,,
8295L,"I was at an airport and I needed to get on a plane - there might have been a wait list? I needed to convince someone to let me on. I was then in a museum / water park and there was this ride where I kept going one way that circled through but I knew that it didn't get me to the fork where ai needed to go. A boy (preteen or early teens) was on the ride, and he showed me where to take the fork. I knew I had to take it but didn't want to, I dreaded it. Unlike the channel I'd been taking before where the water moved you quickly and you got dunked or showered with water, the second fork had the water barely moving, it was like a lazy river except I was walking through the shallow (mid-calf vs. the earlier mid-chest) water. On the deck next to the water there was an old man in at least his older middle age either standing or in a chair there, and I needed to convince him to let me get approved to go on the plane. I was scared, I felt like he was going to make me do something I didn't want to do (I was reading about the Tara Reid accusations last night). I don't know what happened, but I do remember afterwards getting in line and knowing I was going to get on the plane.  ",,
17011S,"I was at an airport, back to traveling for work",,
4406S,I was at an amusement park,,
5159L,I was at an amusement park and two guys were fighting over me and I ended up with the one but then lost my drivers license.,,
4193S,I was at an amusement park kind of place and got into a ride with 2 other people without realizing what it was. It was a space flight simulator that spun around super quickly while falling like those tower rides. I wanted to get off this thing immediately because I don't even like any rides really. But I couldn't get off. Can't remember it though. ,,
16998S,I was at an amusement park with friends from work,,
5746S,"I was at an arena to see some kind of show and I lost my shoes under the seats and when I found them, they were covered in rice. In another dream, I was buying makeup at the grocery store and sampling fancy cheese.",,
10062S,I was at an event and trying to walk away but my legs were really heavy and wouldn't move,,
28955S,"I was at an event for charity/volunteering, there was a lot of free chocolates and I was trying to take as much of it home before it gets wasted",,
14655S,"I was at an exhibit, but I couldn't find the exit, kept searching over and over. ",,
21677L,I was at an extended family dinner party with both living and deceased family members. It was like a memory from my childhood but everyone was an adult just eating and laughing. I was the only one there that thought it was strange. ,,
21778L,"I was at an international hotel and had to escape because they were coming after women, but I forgot to pack my toiletries and had to go to a cvs to buy new ones ",,
17296S,I was at an OB/GYN appointment ,,
1351S,"I was at an old lady's house that all of a sudden moved in on my street. It was a home I lived in with my family, but it wasn't the actual home I grew up in on real life. We were at the old lady's house for some reason before we needed to go to some sort of show. She had snacks and such out. ",,
24499S,"I was at an outdoor event, swinging on a long vine.  My daughter and her friend were also swinging on another vine.  They decided to do some gymnastic tumbling from the top of the hill where they could swing up to on their vine and then proceeded to do some elaborate tumbling from their floor routine landing at the base of the hill.  I swung to the top of the hill after they laid an elaborate quilt from my sister-in-law's blanket chest at the bottom of the hill so I could do some sort of very fancy aerial and tumbling.  i was thrilled that I managed to land my routine.",,
12688S,"I was at an outdoor festival being held in a part of a town with small shops and boutiques. I met up with my husband and we went into an indoor area with hammocks and met up with a couple we knew. One was a man I met twice for a job training several years ago, one was his ""wife"" but just a made-up person. He was telling me about how he was married before but his former wife had died. His current wife was in another hammock and my husband went into another room. I was in a hammock talking to the man, who was sitting next to me. He started touching me in ways that made me uncomfortable. After a while I told him I wanted to go find my husband. I told my husband what happened and we decided to go home and not say goodbye to them. ",,
227S,I was at an outdoor ice cream stand and a rather disheveled woman was giving away money. I told her to keep it for herself as she might need  it. I carried on enjoying my giant chocolate ice cream cone! ( I think it's time for me to buy ice cream on my next supermarket outing!),,
17408S,"I was at an outside event on the lawn, somewhere I did not recognize.  There were chairs set up and people were socializing.  I went to join two friends.  They were chatting but ignored me.  After a while I got up and went to a different area where my mother was sitting and looked to sit next to her.  I had a hard time finding her, but saw one of her old friends that I recognized and there was an empty chair next to her.  Another dream - I was walking in a suburban neighborhood, similar to where I live, but it may have been the suburbs where my brother lives.  I was admiring the landscaping and looking for ideas that I could use in my yard, which  has a lot of landscaping problems.",,
11428S,"I was at at a Target that was also one of the schools I attended K-12 (but not discernably any particularly one of those three schools IRL) and I needed to find kleenex (which I wasn't able to do IRL when I last went grocery shopping two weeks ago). I found the kleenex, and it came in a 9-pack instead of the IRL 4-pack. Then I picked up a a set of basic Crayola markers, and the Target/school was enormously busy in the nearby checkout area, it looked like it was back to school shopping time, and yet there didn't seem to  be any kids there. In the check out l learned that most of the men there were buying things for their kids on their lunch break from a factory (to my knowledge, there aren't any factories in the suburb where I grew up, but I have read articles about meat processing plants elsewhere in MN having cases of COVID-19) so I tried to move through the crowd towards the back of the line behind them. In so doing, I saw someone I dated briefly in high school and haven't seen in the 10+ years since (yesterday IRL he was in an old photo posted by a mutual Facebook friend we went to high school). Past the largest bustle of people, I saw Hannah (who I went to middle and high school with, but also haven't seen in 10+ years), who was teaching at the school (IRL she's a teacher's aide, but I don't think she teaches in the district where we grew up any more). She and I spoke a bit, she asked why I had the markers, and I confirmed that I was getting them for my own use, not because I had a child attending school. She seemed somewhat surprised, but let it go. She took me to a part of the school that looked more like a nursery for toddlers than a classroom for elementary school or older children. There was a very wide room with large windows all along the hallway wall, and there were grandparents in the hallway by the open windows (the panes of glass vanished, the windows weren't opened). The little kids both seemed to be and weren't present in the nursery. There were posters that suggested that the school was either affirmatively trying to make the kids aware of notable female historical figures and/or it was women's history month, because all the posters were of women. Hannah and I turned around and the grandparents and nursery were gone. I was packing up my suitcase and backpack.  Then we were in the staff kitchen/lounge and it seemed that everyone else in the building was gone, and that school was out for the summer (IRL the MN governor announced a few weeks ago that schools will remain closed / have remote/virtual learning for the remainder of the school year). Hannah and I were fixing ourselves a dinner of things left behind in the fridge, looked like leftover cheese pizza and a carton of iceberg salad would be our dinner. Someone else (a man I didn't recognize) who clearly worked there and knew Hannah walked in to join us. I felt self-conscious because, as staff, he had far greater rights to any leftovers than I, a mere friend of a staff member, had. That said, he didn't object, we just got him a plate so he could microwave some pizza for himself too.",,
9767S,"I was at big party in what seemed to be a Hollywood  mansion. Hundreds of people were there, one of whom was actor Jude Law. There was also a giraffe lying in the woods outside! 🤪",,
10906L,"I was at Big Sur (I've never been there).  I was with a friend and he was having a panic attack.  There were a bunch of trees in the middle of the water.  There was a coffee shop, but it was closed.  ",,
4296S,I was at church and I was in line to see the priest but everyone made sure that they were 6 feet apart from each other in line.,,
13121L,I was at Church for the first time and everyone was sitting far away from each other.,,
3025S,I was at church with my family. On the way home The Whitney Museum was having a major gift shop sale because they were closing. The whole lobby was full of weird knick knacks. I started shopping around and saw my mom and her friends. I waved to them from far because of social distancing. Then I saw a nice coat on clearance that I wanted but couldn't figure out the price cause there was a complicated math equation to figure out how much it was discounted. ,,
9878S,"I was at college and hanging out with my ex-girlfriend and some of our roommates. We went to the snack bar before her class and it was carry out only, they said it was about to close entirely. I bought some fruit and a pastry. I walked my ex to her class and even though it was warm and sunny out, we had to walk around an iced-over pond. I was confused by that. After she went to her class I kept walking to my dorm. I saw my ex-husband moving in. At some point he morphed from my ex husband into just a made-up guy. I petitioned the college to let me move to a different dorm. Until that happened I started using the dorm's gym to prepare for a body building contest.",,
68L,I was at college trying to solve a problem for my residents because I am a resident assistant. ,,
29578S,"I was at college. Meal service was suspended for this day. I had to go to the kitchen, pay $6 and select food. I selected too much and couldn't eat it all. l discarded the leftovers.",,
9928S,"I was at convocation and graduating, but instead of receiving any awards or a diploma, I was given lanyards full of keys. Then my partner and I were walking down a street in my hometown and we saw his colleagues in a restaurant and decided to go in and say hi. I ended up leaving at one point and got a call from the younger brother of a friend from high school who was asking me for money. I haven't seen or spoken to the younger brother in over 10 years ",,
198S,I was at graduation and everyone was wearing red dresses and even though it was a college graduation people from my high school were there.  I also had a dream that I was talking to a friend from high school who I haven't spoken to in a while and she said that she was in a 10 year physical therapy program to get her PhD.,,
5288L,"I was at Hannah Shaw, the Kitten Lady's, house cooking. We were making lunch and I was making a pound cake. Kitty Lady came in while I was in the kitchen and I felt nervous and awkward around her. She said something about keeping the mess moving, so when she left I started drying the dishes. The cake recipe said to bake at some temperature for 10 minutes, and then at 465 degrees for 1 minute to get the bottom crispy. I kept toggling the temperature on the oven, but the number kept flying past 465. Sometimes I would be able to get pretty close, but then a commercial would start playing between each degree. I went back to the ice skating rink and there were lots of people there. Kitten Lady asked me if the cake was done. I said it needs one more minute. She opened the oven and these teenage boys were hanging around it and kept putting food in and taking it out and eating it. She had trouble putting the cake in. I said it's okay, I'll do it later. Then we all went out to the water, which was a river that was moving quickly. Andrew (Hannah's boyfriend) was on a boat and he said that he and Hannah had never hurt each other. I got on a little water craft and we all sped down the water. It was so much fun, but everyone was a little further up than me and I wished I was with my friends (I'm sensing some sort of Freudian theme here in my dreams...). I went back inside and Andrew and some other women were taking joke photographs. Then I went down some steep concrete steps to an event. The steps were painted colors but the paint was old and peeling. At the bottom of the stairs was a Chinese man, an usher, at the entrance to a venue. I sat down on the steps and then I said I forgot something. I ran back up the stairs and went back to the oven. I couldn't get the temperature again and it was going to take a while to preheat the oven once I got the right temperature, and the cake was cold by now, so I decided it wasn't worth the extra minute the cake recipe called for. I went outside and found Charlotte and Tess. They talked about having full-time jobs. Charlotte turned into someone else, another black woman. She said I count the months that I have a salary, and Tess showed her the keychain she used to keep track of the same thing. Tess lent her a costume of a train which was about Black history. I went across the street and Katie A.G. was there. I went into the ice cream store and KAG was there working. I realized she had been on a break outside. All the flavors on display were vegan and I wondered if it was Katie's idea. I walked up the line looking at the flavors. I went back to the front of the line. It was crowded in the store. A mom ordered strawberry ice cream, and I realized that the dairy flavors were just not on display. I saw a list of flavors written on a small white board in blue marker that was running out of ink. I saw apple ice cream and grapefruit sorbet. I told a woman with curly hair and glasses that I wanted a small cup. Steve was with me now. As I started walking over to the flavor I wanted, he repeated ""she wants a small."" I walked past the line to the flavor I wanted and pointed to it. Now the person serving me was a young woman with short straight blond hair. She asked me, ""did you pay already?"" and I said no. ""You're supposed to pay down there."" I asked why didn't they tell me down there? She told me how much it cost and asked if I had cash. I felt a $10 bill in my pocket but didn't say anything. I thought that we were only supposed to use cards now, and was confused about why she was asking for cash. There were so many people there and I realized how horrible it was that it was so crowded. She gave me the ice cream, plus another paper cup with change for a $10 in it. The loonie and toonie were huge. As I walked to the front I realized that there was only a tiny bit of ice cream in the cup, about two bites worth. I looked at Steve and he said keep walking. We walked out without paying the $10 I owed. I figured I wouldn't go back, and they don't know me. I finished the ice cream. ",,
13856S,I was at home,,
26814S,"I was at home (though not a familiar house) and had called the gas company to report a gas leak.  My husband was home. I was using the bathroom when the gas company representative came. He had been talking with my husband first.  We were outside in the yard. The house had a huge lawn. There were about 4 -5 children playing in the yard. My husband, the gas co. tech and I went to the outdoor screened in porch to talk. Everyone was maskless since we were all vaccinated. The tech was talking about things unrelated to the gas link. My husband and I were mad because he didn't seem to know anything about how to evaluate gas leaks. The tech was talking about nature and plants and pointed out a big black spider that was crawling up the wall in the outdoor porch.                          ",,
3126S,I was at home with my husband and son. Four people who my husband knew (i didn't know them at all and in reality no idea who they were) came over and I came out of the office to find them in the house. I started freaking out on them angrily telling them to get out and this is not ok in terms of physical distancing and the fact that nobody should be visiting due to COVID-19. They just continued to visit and I was so mad the whole time. I just kept yelling until they left.,,
5346S,I was at home with my mom and grandparents. My grandma was really cold because she's from Florida and it was snowing here. I also somehow ended up playing with someone else's fancy treadmill mat. It was this super advanced thing where you could run on it or use it as a trampoline or play a game of pool even. I played pool with it which made no sense because it was a mat but I was able to hit the pool balls anyway. ,,
19725L,I was at MIT and I was taking a cognitive test and the test was about houses and after you wrote your answers you couldn't find them anymore because they made you spell things wrong so they couldn't be searched but I figured out how to find them.,,
21228S,"I was at my advisor's house with some of my old coworkers but it turns out we were actually at her sister's house. Toby Ziegler, from West Wing, was her sister's husband and he sat at the kids table with his son. I played with his son before dinner while everyone was talking about work. It turns out my boss was moving to Palm Beach",,
463S,"I was at my aunt and uncle's house with my entire family, but my 40 year old cousins were there as well who work at Google along with 150+ of their employee's/coworkers",,
23347S,I was at my boyfriends house (never been before) with his family-navigating that was tense. Then we found out my boyfriend had bought us plane tickets to the cayman islands (which in the dream was located next to Turkey?) but we totally missed that flight. A few friends were there at his house at well. ,,
3372L,"I was at my childhood home and some coworkers were there. Something about cold and fireworks and sneaking cigarettes.     Then i was in anither location, like a hotel and I think we were playing video games.",,
3194L,"I was at my childhood home. My cousins and their parents were all going to get a new set of teeth and they were really excited. In my dream they had bad teeth. Also something about a secret concert happening in a bar's basement on my college campus, and people were playing hookie to cram in and attend. ",,
8296L,I was at my client's house,,
16161L,I was at my college friend's house and met all his siblings and parents. Some of my other college friends were there too. We slept in sleeping bags on the floor of his house. We also went to a pool that I think was my current hometown's pool.,,
14882S,"I was at my cousin Charles's house in Berkeley and Charles and his wife Carol were asleep and I was going to make coffee and one of the gas knobs on the stove came off I don't know how it came off but the gas was on and gas was pouring out but I couldn't smell it because I have no sense of smell and Charles and Carol were upstairs asleep and there were other people there like my sister Nancy and maybe my late brother David and they could smell the gas and I didn't know what to do because I couldn't find the knob for the burner it was missing so I couldn't turn it off and then I remembered I had seen it, there was a little grocery cart that was used to pick stuff up and clean up and tidy up and so I had tidied up earlier and it was full of stuff I put in it and I remembered that I had seen the gas knob for the gas burner on top of the pile of stuff in the cart and I was going to go get it but I didn't want to wake up Charles and Carol and then an emergency alarm went off and an automated voice was saying ""gas gas gas"" can be smelled or something like that and I was embarrassed because Charles and Carol woke up and said where is the knob for the gas burner it's missing and I said wait I think I know where it is I saw it and I didn't want to take the time to explain that I use the little shopping cart to tidy things up I thought it sounded odd and it would it would take a long time to explain but I just ran off to get the cart and Charles and Carol were in a good mood and they were not angry which made me feel relieved and then luckily I found the gas-burner knob right on top of the pile of stuff in the shopping cart and I was very relieved about that so I went to turn off the gas right away",,
24118L,"I was at my dissertation defense and Mike D. was the only one there to ask me questions. He seemed unsure of what to ask toward the end but I finished and felt relieved. Then later I realized that I might have to redo my defense because not everyone was there. I had asked Colin if he was available but he never responded and I asked Mike and he was, so I thought that was okay. I talked to Chanel about it. Later (or maybe separate dream), I was in my house getting up for the day and there was a long line of children walking through the house, led by a couple of camp counselors. I recognized them as Devon and Irene, two of my camp counselors from summer camp. I thought of saying hello but didn't really want to because I still had to wash my face and didn't look too presentable. But I said ""Irene?"" and she didn't recognize me but I told her I was a camper years ago. I felt good that I talked to her because I realized she would have been gone by the time I went to the bathroom. ",,
14557L,"I was at my doctor's office and none of the staff (reception, etc) were wearing masks so I told them they should be wearing face masks. They scoffed and taunted me but ended up putting them on. I decided I would fill out one of those satisfaction surveys and say I'm disappointed they aren't following protocol. One of the staff members took my survey and read it. She then became extremely aggressive towards me and started coming at me yelling at me. I said ok I want to talk to the manager and she told me patient's can't talk to the manager. I pretended to leave but went down the hall where I know the manager's office is.  I went in and I told her about her colleagues and how they were not following public health guidelines. Then that same staff member followed me in and started yelling again so she was fired on the spot.",,
10305S,"I was at my elementary school working with a little girl I worked with for three years who has down syndrome.  I worked as a special ed. assistant for almost 17 years before they cut hours back and lost my full time (health benefits).  I then got my job as an evening custodian that gives our family health care.  Back to the dream though...I was working again as an assistant but also doing my current job.  When the busses came at the end of the day to pick up the kids, the little girl was missing.  The principal asked me to go check and see where she was.  I found her and she was so bundled up.  She had many coats, hats, scarves etc...  She can get angry easily so I held back saying that she was overdressed for the bus and let her go as is.  She finally got on the bus and there was a huge line of busses waiting to pick up other kids.  Then I was at a strange house that was also a store with different stalls selling things.  I spent a lot of time looking in a clothing stall for an orange shirt.  I couldn't find a style I liked so I left. Then I went into another room and my mom and step dad ( who has passed away) were on a couch talking with other people and I walked through the room.  I ended up in another room talking to someone saying that I wished I could be in Colorado because my sister and two of my sons were visiting her there.  (They aren't).",,
16973S,"I was at my family's river house with cousins etc. I felt kind of left out. I also found a violin in the water that was worth half a million dollars. My brother tried to lie about how much it was worth so that he could keep the money for himself. Overall, it was a strange dream.",,
17100L,"I was at my friend's house, she was writing a research grant. She said ""I want to designate the word 'dog' to have a positive valence in this measure, but I don't think the reviewers will buy it."" I said ""Just tell them about that song, 'Roxanne, you don't have to put on a dog fight.'"" She said ""But dog fights aren't positive"" and I said ""Yeah, but it's  a fun song, so maybe they'll go for it."" Then I went in her kitchen, started taking jars and cans out of her cupboards, and chopping them in half with a big meat cleaver while signing that wrong-lyrics version of ""Roxanne"" really loudly.",,
7107S,I was at my friend's wedding which they were having in the Caribbean. All of us were staying on a pirate ship before the wedding but it had been remodeled into a nice airbnb type deal. There was a lot of sand. ,,
16459S,"I was at my friends new apartment and all the cars had to be teslas because all the charging ports were the parking spaces. There was an elevated pool and an underground pool and I was driving around on a tesla scooter in an expensive gold/metal skirt but it got caught in my hand and it actually cut off my finger. Then we had to go to the hospital, where we swam into the pool to a door that brought us to an open area where gymnasts were sliding around. Simone Biles was accepted into Northeastern University, and I walked into the hospital.     This was a very very very very weird dream for me literally none of it makes sense",,
675S,I was at my friends wedding and everything was chaotic and I didn't know what to wear,,
9225S,I was at my girlfriends house and my mom shows up but she is so angry and hateful and she was putting her hands on me pushing me and grabbing me to get me to listen and I was telling her not to touch me and that we can have an effective conversation from 3ft or more apart. It was kind of scary ,,
10785S,I was at my graduation ceremony which was occurring in summer despite the fact that in real life it will probably happen in December because of covid.,,
15403L,I was at my grandma's house and she was talking about a book she read and I made a spreadsheet for my students to answer questions on.,,
15792S,I was at my grandma's old house but there were spiders everywhere. Then I was go kart racing with people. ,,
16826S,I was at my grandmother's house who passed away years ago and she was there and her basement was a labrynth. There was tons of scary things in it my uncle was there and my niece and cousins ,,
16064L,"I was at my grandmothers' house, where she lived when I was a child. I found out that my grandfather had built a secret underground tunnel to escape zombies.",,
21513L,I was at my grandparents house.  They have been dead for around 30 years.  They lived in the same town as us.  I was happy to see them but at the same time worried because they were living alone and were feeble.  They had a little dog and it was bleeding from its stomach.  I made a vet appointment for the dog for the next morning.  When someone else came to the house they looked closer on the dog and one of it's play toys had imbedded in the dog's stomach so they pulled it out.   I also had a dream that I was making peanut butter sandwiches for hiking.  Some of our family was visiting and we were going to go up to the mountains.  They were all waiting in the cars while I was trying to quickly make sandwiches.  The bread kept ripping and it was taking forever.  They finally got tired of waiting and came back inside.,,
5530L,I was at my grandparents old house ,,
15262S,I was at my grandparents old house but they no longer lived there. All the furniture was the same. I was walking through the house reminiscing and heavily crying. They haven't lived there for 12 years in real life. ,,
977S,I was at my grandparents' house for a holiday celebration but I was still worried about giving coronavirus to people and one of my cousins had a fever and we were freaking out.,,
1999S,"I was at my high school (not my real high school), but I was an adult, and was watching my friend/ex-boyfriend give a speech to an auditorium full of people, perhaps similar to but not actually a commencement address (in real life he was the student-voted speaker 2-3 times in his 5 years teaching at what was once our own high school before he moved to Vietnam this summer; I was part of a three-continent Zoom meeting he organized with friends on Saturday), and I ended up leaving early. I think I missed him a bit (in real life he's been dating another American teacher in Vietnam since late fall 2019). Inside the school there was a small indoor water park with water slides etc. so we (I think people from my work, but I don't know whom I was with, specifically) changed into swim suits, and found a locker to ball our clothes up into so we could go down the water slide. Not sure if I went down the slide (though I do recall being in line for it), but I left alone, perhaps to retrieve my clothes, but was walking down the long basement area that has large arch demi-domed sections to the left (like I've seen traveling abroad as well as on a walking ghost tour of Savannah, GA just over two years ago). I heard noises in one of the areas to the left, and got closer, and saw some clothed teenagers on the ground. At first I thought they were messing around and trying to be discreet, and perhaps some of them were, but others stayed lying on the ground, and I knew they were sick. I got closer, and saw a mound of sick/?some dead teenagers as the mound got closer to the back wallm. I checked the hand of on of the closest ones, and there was a slip of paper that said Corona in it. I was really frustrated, because I guess in the dream touching someone with COVID-19 meant you automatically got it too (notably, none of the sick teenagers seemed to be displaying any of the traditional symptoms, and certainly social distancing was not applying to the dream). I got in line to get tested, but all that meant was that I waited in line to pick up my own slip of paper that said Corona (not the real testing protocol, which three of my friends have had and described; they were all negative). I remember knowing I'd need to report that I'd tested positive on this survey this morning.  The scene changed and I was talking with my dad, who I think was finally going to join Facebook, but I was frustrated with him about something, and in response he pulled up a bunch of Facebook pictures that he said I'd sneakily included him in (in real life none of the pictures were real, and I seldom post pictures of him). ",,
13339S,I was at my high school as a teenager and found out I didn't get a role in my senior musical (which isn't what happened during my actual senior year).,,
19809L,I was at my high school reunion.  We were in line waiting to use the bathroom.  One of my classmates was talking about being in grad school.  Someone remarked how well we all looked. The men were in suits.  Second dream was at work.  One of my co-workers was dressed in a cute tunic top and black leggings.  I thought how nice it would be to wear something similar.,,
6698L,"I was at my home town University seeing some colleagues of mine, discussing with them news including corona virus, talking to some students I know. It wa very emotional as my husband was there with me for some time and than disappeared and I didn't know where to.",,
10645L,"I was at my moms place (not the real one) and when opening the outside blinds I saw my dog hanging from one. I tried to take him in but when I couldn't he decided to jump. He looked fine at first but we then noticed that his left hip was completely misaligned.  In another part of my dream I was in a room with someone laying down, watching Harry Potter. Then someone from a room to the side came to close the door.  Another dream (or part of this lass one) was me someone gluing some falling branches from a big tree and I was helping making them stick. And a woman won an escape game from the house where the tree was, including escaping the house in extremely tiny holes in cardboard which was in the walls of the house.",,
19998L,i was at my mother's funeral,,
3814S,I was at my neighbor's house and they were there but were the ages they were 10 years ago.  We were trying to throw sticks off their lawn and into the woods but I couldn't throw it over the fence and a badger came out of the woods to get the stick. Then suddenly there was a herd of badgers chasing us and we had to go inside. I went into their garage to try and sneak back outside because I was determined to throw the stick over the fence but there was a raccoon in there!,,
6565L,"I was at my neighbors house behind my house late and I left to go back to my house but I saw a car driving through my backyard to find the main road again so I hid behind a tree, then it pulled closer to me and I saw it was a cop and I realized he was patrolling the neighborhood. I continued going back to my house and it was like 1 in the morning but my brother was outside and we didn't say one word to each other because we aren't on good terms (in real life we've been fighting a lot because of cabin fever)",,
19285S,"I was at my office (currently closed) with my coworkers. After some time, I was taken to a party. Then someone at the party told me I had been sexually assaulted after I blacked out. ",,
4470S,"I was at my old job as a camp counselor, rushing around to get the awards we give out (camper of the year, etc) done since it was the last day of camp. I remember being in the swimming pool then going to the main camp office so I could color the awards. Going into the office, they moved everything around so I was lost trying to find everything. ",,
4767L,"I was at my old university walking around in my PJ's looking like I just woke up - I couldn't remember how to get back to my dorm, or which dorm it was, I was completely lost. I stood in administration building staring at the news on a screen and watched security pack up a lot of money from a safe I could see out of the corner of my eye. I was told to keep moving. I started walking away and could see a formal event happening, and I was embarrassed because of my PJ's. Then I run into an old administrator friend who recognized me and was happy to see me, she explained that she still sees the doctor I recommended to her 15 yrs ago. In the dream I remembered I was lost because my roommate had decided to break into my exacto knife collection and cut herself up all over. A former client of mine took care of her and helped her clean up all her wounds and take a pill to make her sleep.i took my box of exacto knives and hid them. I had walked away in the middle of the night because I couldn't stomach what had just happened. ",,
28007S,I was at my parents home and we were expecting guests but it was really dark out and I couldn't see who was coming. And then later I was driving on a road near a highway with a bunch of people in the car,,
8440L,"I was at my parents' apartment in my child room. We were talking to someboby and I decided to take some water in metal frame in the corner. I new it before, but was very surprised to find there a family of big spiders in the web. I was afraid of them in my dream. But later somedoby destroid it",,
17921L,"I was at my parents' house preparing for their annual chamber music party but something was going very wrong with the piano. Our pianist friend was trying to put the frame back together, which is not at all a good sign! Then unfamiliar cars started driving in, starting from the back garden, over the rose bushes and the patio with no regard for the destruction they were causing. Soon several lanes of cars had pulled into the long driveway too, so we were boxed in. My mother and I were taking photos of the license plates and trying to get the police to come, but they said they couldn't help us. Then it became clear that the cars were a distraction, as people had ransacked the dining room cabinets and taken the crystal and silver.    In another dream I was far away in a country house with my husband, and we were rearranging the furniture to accommodate more family. It was sort of rustic and traditional, surrounded by big yellowed pastures, a picket fence and New England forest. We heard that Trump had lost a kidney and was going to get a transplant from a little boy who was already terribly sick. The little boy's kidney was small and malformed, they said, and giving it up would put him on dialysis for the rest of his life.",,
23356S,"I was at my partners family's house for thanksgiving, but the only food they had were whole fish- with eyes and everything. ",,
9608S,I was at my previous work in the hospital and did something stupid ,,
202S,I was at my sister and her husband's home in NH. They were showing me high end choices for addressing COVID-19. They were really into it..sometimes they are both to open to opportunities. I was shocked at the prices...that was it,,
20454L,"I was at my undergrad college and somehow I was supposed to come up with a standup comedy routine to be performed that evening. A variety of different people I know were there (people who didn't go to my college). I'm not a comedian, but it was a fun dream, not stressful.",,
11615L,I was at my undergraduate college watching a movie about griffins. ,,
23901S,I was at my underground gym which I am no longer at,,
11961S,"I was at one of my roommates parents houses and her mom was showing me their fancy scissor collection, one of which depicted an island scene with a led in the eye of a shark that needed to be charged.",,
11784L,I was at orchestra rehearsal and then rode a dragon but couldn't see where we were going. ,,
436L,I was at our son's house and told I absolutely had to go home - I did reluctantly,,
7068S,I was at R&D working hard and was successful No stress. Nice dream,,
4471S,I was at school and was discussing a complicated notion for my theses with colleagues and professors.    Then we went somewhere...  That's all I remember.  I've worked hard to remember this much:-),,
23017S,"I was at School as a student, teacher didn't like me and behaved accordingly. ",,
11255S,"I was at school except it didn't look like my school and the choir was there but they were sick so everyone was standing very far apart and they manage to sort themselves into groups and because they were sick, they had to stay in the hall",,
23565S,"I was at school in the cafeteria after a staff luncheon and was in charge of cleaning all the tables. There was trash and food everywhere. I asked the teachers to clean up as I didn't have a lot of time to do it myself, but no one did. I was stressed b/c I didn't have time or bandwidth to clean up after everyone else's mess. I did, however, take some leftover tortillas and cheese from the party and put them in my backpack to take home for later. ",,
15899L,"I was at school walking down a hallway when I saw my mom running towards me from the other side of the hallway. She suddenly disappeared, and when I ran to where she was there was a tony starfish on the ground. One of my friends was passing by and she also turned into one in front of my eyes. I picked my mom and friend starfish and held them in my palm in case I could find a way to turn them back. I went back to my classroom, where I found a bunch of my classmates watching a tv that was showing a news report that a large portion of the population was turning into starfish. I saw my friend on the phone file a missing person report for her mom.",,
