unique_id,sleepdiary_dreamcontent
14645S,'I was traveling in Spain and Scotland.'
14014S,'I was traveling in Spain.'
16937L,"'I was traveling somewhere exciting, like Rome or Paris, with my mom. We were staying in Marty's trailer because he was away. We were out and my mom said we should find another place to stay (a hotel) and I looked a little but then said let's just stay at Marty's, then we don't have to worry about bedbugs or how much it costs. Marty was charging us about $20 per person per night. Then I was in his bathrom and he knocked on the door and I was surprised to hear him. He was looking for something like a book.'"
24497S,"'I was traveling somewhere with my mom and we were getting out of a car when I noticed her comb on top of the car. I realized that the comb had fallen out when I was putting the luggage in the car, and I looked and saw that my comb and brush had fallen out of the bag as well into the car. I was glad we didn't lose them. Later I was alone in the new city and went into a big shop/department store. I think I was looking for food.   Maybe separate dream: I was in a line of people and we were waiting for our turns to walk down a fashion runway. I was behind Emily B. from elementary school in line and we both had almost the same outfit on. It was a light purple long-sleeved shirt with a white tank top over it. I had designed it. I said do you think I should go first since I designed it? But Emily and someone else said no. We got to the front of the line and she walked into an empty room, crossed at a diagonal to the middle, posed, and then left at the exit across the room. I walked into the room and as I walked in I heard a small voice directing me. I noticed that there was a sheet of paper taped to the wall where Emily had stopped and I was directed there. I was told to lean back and pose. Then I left by the same door as Emily and the voice drifted away. For a second I thought maybe I was supposed to follow it, but thought I did the right thing. Outside the door there was an entrace to a small auditorium and I went in. There were people scattered throughout the seats but I didn't see Emily. I saw Stephanie and Fritz and kept looking but no Emily. I thought where could she have gone? I sat between Fritz and Stephanie but they were each occupied with the person next to them and didn't speak to me. I wondered if Fritz would remember me from high school. I sat for a while and then got up and decided to look for Emily. I left the auditorium and walked around and saw other rooms but couldn't find her. Then I walked back to the auditorium and looked into the glass panel in the door and saw a group of people all in bright red. Josh F. from elementary school was there. I thought that's quite a quick turnover of events around here.'"
10560S,"'I was traveling somewhere with someone (work-related, perhaps) and we called a taxi ahead of time. During the call, we asked the dispatcher for the taxi driver to bring us some sandwiches. When the taxi arrived, we noticed that the sandwiches were placed in the truck and no longer looked appetizing or edible. I got very upset at the taxi driver about the spoiled sandwiches and asked him why he hadn't put them in either the front or back seat. I also told him that we were not going to pay for them. He then said something about the food and the trip being paid in advance and I said no, that I was going to pay cash for the food and the taxi ride and that I would call my credit card company to dispute the charges. He got very upset and dropped us off somewhere but not where we were supposed to go. Then I woke up.'"
22602L,'I was traveling to Africa with someone else.'
13253L,'I was traveling to Australia for an internship.'
19672L,"'I was traveling to Spain and was next to my husband on an airplane. We were looking out the window and noting how much everything looked like home.   We went to see a castle and I got lost- couldn't find my family, but kept finding hotel samples of shampoo and soap.'"
17258L,"'I was traveling via plane with my partner. The trip there wasn't eventful even though we had a lot of bags. When we traveled back, we were with his family. His sister and brother-in-law (who was Tom Hiddleston) were dancing in their wedding clothes in the terminal. I had a mix up with my bag and his dad's bag and when I opened it, it was the wrong suitcase and didn't have any of my things. Instead it had a smaller suitcase inside.'"
17662L,"'I was traveling with a group of people somewhere, and we fell down a well-like structure. The well underneath revealed a labyrinth. We were stuck there for weeks, surviving off rats and critters. Eventually everyone dies, except me and 3 other people. Don't remember anything else from the dream.'"
10298S,"'I was traveling with friends and family members.  Staying at a nice hotel.  I stayed behind to do something I wanted to do, while the others went into the city.  I was in the lobby when a robbery occurred.  Sex was also involved.  Finger penetration.  Robbery over.  The police came.  Family returned. Everyone reassuring.'"
14930S,"'I was traveling with my dad, going somewhere and doing some sort of job.'"
17876S,'I was traveling with my family.'
20254L,'I was traveling with my family.'
9538L,"'I was traveling with this person I used to date, but they were a child and we were following a pop star around. I ran into the pop star at the bathroom and somehow all of us ened up sitting at a table in the bathroom ""talking"". My friend was shy and I was trying to keep conversation flowing without knowing anything about this star. We ended up going back stage and did this at 3 other concerts. Always meeting in the bathroom first. By the third show, the stat was like.. does your friend even like me? I'm confused.. they never talk? I didn't know what to say so I just said.. try saying something even a super fan wouldn't know about your career? Maybe where a song was written or recorded or who it's about? The star whispered to my friend and my friend just sat there. Didn't say a word. We then met another super fan who has apparently been back stage with my friend before and the other super fan was like.. I haven't seen this star since whatever date.. my friend was like yeah me too! They didn't want the other super fan to know we had been touring. My friend was actually trying to sit with the other super fan and not me. It made me feel crappy and used. I was just there to drive and they didn't want me to be at the meetings with the pop star. That's why they were being quiet.'"
3883S,'I was travelling somewhere in Asia and referencing my disbelief that I was traveling there so soon after my last trip. There was no COVID. I have never been to Asia before.'
5054L,"'I was travelling to an ancient (imaginary) city I often dream of, on a bus with my brother. The city is in ruins and it somehow has clogged toilets that we need to fix.'"
19783L,"'I was travelling to see some friends that I haven't seen in years. Train was delayed on my way back and the situation changed into a family trip, it was weird and exhausting to get home. Also, I turned short sightened over night and needed glasses to find the platform, correct train and so on'"
23675S,"'I was travelling with a friend. It was raining for some time. We went by a museum under repairs, but were able to see some of the artefacts kept in a separate place. Visited temple grounds bare footed. The bathrooms were large, there was plenty of water gushing through the taps. There were quite a few people.'"
10574L,'I was travelling with my daughter up a mountain and carrying a large leather yellow recliner with me.  I had to be careful when we got to the top when it was very steep to hold on because the chair was heavy.  We were travelling to a friends in Missouri and when we got there I put the chair in her hallway.???????'
1456L,'I was trying find something I could not find'
5604L,'I was trying on an over sized pyjama'
11979S,'I was trying on underwear'
4880S,'I was trying out for a part for a remake of scarface'
3829L,'I was trying to  help someone copy citizenship papers and the copy machine wouldn't work right. I kept breaking a single page up into multiple pages so the overall document couldn't be read.'
8500S,'I was trying to apply for more government programs to help pay the employees at my company.  (I'm the CFO there in real life.)'
13334L,"'I was trying to buy 150 items at the grocery store and I couldn't work out how to do it because the limit was 50 and there was a cost for each order.   I also dreamt that I was at some sort of house/shop owned by an old boss/mentor of mine and I had to leave to catch a plane, but I was running really late. I noticed that my boss had packed some new t-shirts from the shop in my luggage as a surprise gift, but they were the discounted t-shirts.'"
22818S,"'I was trying to buy mint leaves to make mojitos for my friend's birthday party, and I went to every grocery store in town and none of them had mint.'"
6906L,"'I was trying to buy something, but it was not available.'"
1912L,'I was trying to catch fish through the space in the floorboards in a strange house built over water with a strange English family. I had the wrong equipment - a window washing extension pole.  (Possibly because confinement indoors has made me notice how dirty my windows are!)'
21195L,"'I was trying to clean up a pace, not sure where it was, but the more I cleared it out, i would go back and there was more and more each time.  I kept saying this doesn't look familiar and my cousin who was with me , but not a face I recognized, kept telling me it was ok and that it was where I thought I was.  I was so strange and I kept waking and going back to the same dream over and over.'"
21474L,"'I was trying to clean up and again everytime I walked out of the room I would come back in and there was more stuff.  I was crying and frustrated over and over, i woke up several times and found myself actually crying'"
12164L,'I was trying to clear out my garage but i couldnt open the door. No one would come to help me.'
11575L,"'I was trying to complete a journey that involved climbing at great heights and other difficult tasks -- steep hills, rivers to cross, frightening people etc. Hated the heights...'"
21329L,"'I was trying to court this man. I remember he was very muscular. I decided I would try to court him by offering him sex, but then I couldn't find him. I was in a hotel with a large shopping center and was walking around. No one was wearing masks so I realized I must be in a different country, since COVID isn't as bad else where. There was also a part of the dream that involved teaching classes or large lectures, and I had the wrong shoes.'"
8148L,"'I was trying to develop a Covid vaccine, but my dean kept telling me that I needed to be more ""student centered"".'"
21078L,'I was trying to do things and kept failing because of interruptions.'
11028L,"'I was trying to enter a street market to buy clothes, but by entering the market I was crossing the border and wouldn't be allowed back again. For some reason only I knew this fact so I started a loud protest to warn people that the market was tricking them into crossing the border.'"
22663L,'I was trying to escape from police / authorities -- not sure why -- and looking for a haven in Scotland.'
17721L,'I was trying to escape from something or someone but I was hiding the tools I was using to escape'
14349L,'I was trying to find a quiet place in my apartment to masturbate'
9922S,'I was trying to find a room to have my focus group in at my old home church which was under construction and there were people everyone so we couldn't find a quite space'
9801L,'I was trying to find a snack'
9553S,"'I was trying to find an old holiday house my parents owned on the river. Anxious search for various reasons, but I saw my father which was lovely. (He died ten years ago.)'"
25678S,'i was trying to find my way around a large house with many floors. It's the house of one of the pastors from another church. my bf kept leaning on another woman's shoulder and i think i was trying to get him to lean on mine.'
1777L,'I was trying to find something inside of a high school I've never been to to save someone.'
16199S,'I was trying to find supplies to make my own disinfect wipes.'
6845L,"'I was trying to fix my car with my family, and we were on the phone with my mechanic. We were trying to fix a sound in the engine but the parking brake slipped and it kept rolling away from us as we were working on it'"
7116L,'I was trying to fix the roof but everytime I put a nail in it went through the shingles and hit the floor below'
9531L,"'I was trying to fly to Mexico, but I forgot my bag in the parking lot and was stressed out and also terrified of getting coronavirus while traveling.'"
22041S,'I was trying to get covid vaccine at my old high School and they didn't believe I was eligibles. Someone stole the car door off my car while I was gone'
18362S,"'I was trying to get food from my office in one dream, but never got to actually eat it. My office in real life is closed. In another dream, I was in a museum with many other people. In another dream I was with my parents, who currently live 3000 miles away.'"
16236L,"'I was trying to get Into a house  there was a party going on, but I didn't wear the right clothes, shoes, hat, etc.'"
6389L,"'I was trying to get into a restaurant, but it took forever to get a table because everything had to be disinfected and the cheap-asses that owned the place had only one employee.'"
2867L,'I was trying to get my roommate to cut my hair but she didn't want to because she thought she would mess it up so I cut it myself (terribly) so she would cut it and fix it. Somehow during that we went on a walk by a church and we saw an elderly couple who had set up lawn chairs on the sidewalk outside the church. They had a bird watching book but of gargoyles and they were convincing people that the gargoyles come to life and fly around sometimes. They told us it was just a prank but that they had a number of people convinced.'
12362L,'I was trying to get on an airplane home for the holidays but they cancelled all the flights so I was trying to find another way home.'
14281L,"'I was trying to get ready for a party that my friends were going to come to, but I had trouble getting things done.'"
11904L,"'I was trying to get ready to go Home, but I never succeeded'"
3158S,"'I was trying to get somewhere in a crowd of people. At some point I realized that I was barefoot and had no idea where my shoes were. I think I was also missing my wallet, etc. So we (my husband also at least) were trying to get back to a hotel to see if I left things there. On the way I saw two small children who had a bright,thick, vivid green plastic skin and chocolate afroes. Their appearance was startling but only in a fascinating way. Their were other children whose appearance I don't remember and I only remember that one asked for the cotton candy I was holding. That surprised me. But when I looked, sure enough, I held a large cellophane package that I set down and opened. I began separating flattened out cotton candy with individual strings attached for any child that wanted them. I know that there was so much more to my dreams but just can't remember.'"
14682S,"'I was trying to get the undergrad students I teach situated in these spread out, pod-like rooms that would allow me to teach them all at the same time while maintaining social distancing rules.'"
18152L,"'I was trying to get to my office, but I had to cross a giant river that was trying to drown me.'"
22605S,"'I was trying to get to my sister's dog kennel to help her.  I was scheduled to work and had flown to Colorado.  When I got there I couldn't find my shoes, the. I couldn't find the road to get there and ended up driving up a mountainous road that got rougher and rougher terrain.  I was frustrated that I couldn't get there and that I was late.'"
15864L,"'I was trying to go back to China, the country I study in. They had announced that there'd be a special one-time flight from UAE (where I'm stuck now) to China and it was basically on a first-come-first-served basis. So me and another friend of mine (who, irl, I haven't met in forever) try to get to the airport. But things keep going wrong one after the other and we don't make it. But later we find out that the flight we missed ended up crashing and everyone abroad lost their lives.'"
27829S,'I was trying to go sledding but we had to build the sledding hill so we were rearranging boulders to do so but someone put one of the boulders in the wrong place so we were trying to figure out how to fix it'
1261L,'I was trying to go to the metro in friendship heights with a friend from high school and her family. we were discussing if uber or metro was safer in this pandemic'
4937S,'I was trying to help a family escape from a domestic abuse home.'
2412L,'I was trying to help a family reunite. I think I got arrested for playing with a toy car?'
9644L,'I was trying to help a friend who was burned because I gave her the wrong cooking instructions.'
408S,'i was trying to help elderly loved ones to get something (can't remember) in public areas during CoVid restrictions. I was sad because the elderly were being exposed and i couldn't warn them. I also dreamt of a deceased loved one - :-('
21421S,"'I was trying to investigate a crime. I don't know what type of crime. A former neighbour and friend of mine were involved, and I decided to talk to him about a promotional towel that was key to the crime because it showed the name of a motorbike workshop. I told him I had a motorbike that needed some reparations and that I remembered seeing the workshop name in that towel. He said it was a promotional product from his own motorbike workshop, so I felt obliged to go there even if I was afraid. First I checked the workshop website and saw the typical professional photos of him and his partner and two female employees, all very normal, all smiles and professional poses. I thought it was incongruent, I don't know why. I decided to investigate a building related to the ""incident"" with my wife. It was a building we already knew, like a big abandoned shopping mall or something like that. Some corridors and rooms had been modified, things that in the past had been beautiful restaurants and nice shops, all ruined and walled up, and we had to explore other parts of the building, so we ended up in a wide patio surrounded by ruined walls, and we needed to jump to the soil from one of the ruined walls. My wife did it easily, but I was hesitant. That's the last thing I remember.'"
9632L,'I was trying to kill a black widow in the house but it kept biting me'
17598S,"'I was trying to make a haircut appointment by phone with a stylist recommended by my former assistant manager. When we were on the phone we realized that she also cut my middle daughter's hair (who in reality lives thousands of miles away). And when scheduling, I was working around a schedule that included studio art classes.when the stylist gave me the address for the haircut it was in the condo complex that my late mother-in-law lived in which is a few hours away.'"
17658S,'I was trying to make Italian wedding soup without a recipe while everyone was super stressed out and people get throwing things out and my mom was talking to me as if I was her therapist.'
6089L,"'I was trying to move to a beach town, and dealing with overwhelming characters. Generally tone was lost and stressed.'"
9700S,"'I was trying to park the car of a guest of my sister's, because they had left it in a bad place, but the brakes didn't work very well and I kept hitting things in front of and behind me while trying to line it up with the curb and I could never get it close enough. The guest stayed in my bedroom at my parents house and I offered some of my books to them. After that I was a member of a tough gang, and we were spending time on a beach and cooked lobsters kept crawling out of the ocean. Later the gang split up, and I played basketball with two of the guys, who then ended up being Fezzik and Inigo Montoya from the princess bride.'"
7329L,'I was trying to pay for something in the store but none of my cards were accepted. I was also running with someone away from something.'
1809S,'I was trying to pick the kids I usually nanny for up from a new school and kept getting lost trying to find the right entrance to get one of the kid's while the others were in the backseat yelling at me that i was wrong.'
7234L,'I was trying to pick up  my husband but I couldn't find him'
8036S,'I was trying to plan an alternate graduation ceremony for my daughter and there was a lot going on and very confusing and I was very annoyed because I wanted to make it special for her.'
1033S,'I was trying to put multiple jackets on my kids while we were in a van. It was challenging.'
22765L,'I was trying to read a book out loud (Harry potter I think) to some friends and it was getting very confusing and I wasn't reading it well. Was very stressful.'
1962S,'I was trying to ride a unicycle.'
14402S,"'I was trying to run away from home with my sister (who wasn't my actual sister in real life) and our parents were very weird and abusive, so as we were trying to leave the house my sister wasn't going fast enough and I was very frustrated and worried.'"
8837S,'I was trying to save some infants from child abuse.'
9164S,'I was trying to save someone who I don't know.'
3143S,'I was trying to save someone.'
3315S,"'I was trying to see my children but I kept getting stopped from doing it, it was very bizarre.  I was getting stopped but I wasnt leaving my house and I kept saying I havent even left yet, and the people kept telling me I had to turn around.  It kept up like this for quite a long time until I woke up and then willed myself not to dream it again'"
15432S,"'I was trying to sleep but people and animals kept coming through my room. I told them I needed to sleep because I had to get up early in the morning to watch for the space station, but they just kept walking through. I got up and went out of my room into the next room, which was some kind of exercise room or gym. I wanted to try the equipment but everything was being used and I just kept walking around waiting for a turn. I would see someone get off a piece of equipment but by the time I got there someone else was using it. This just kept happening.'"
20057L,'I was trying to steal some waffles'
1794L,'I was trying to strategically park a school bus so that students could board the bus as safely as possible without being in the street.'
23141L,'I was trying to survive the early stages of a zombie apocalypse'
19276S,"'I was trying to take a baby away from a dangerous place to safety. (This is a common theme in my dreams.) I kept trying to get the baby's clothes/things to take with me, but it involved sneaking into the house where he had been kept captive and fighting several people with my knife. A strong sense of danger prevailed.'"
6782L,"'I was trying to teach elderly people the sings and symptoms of COVID-19 and methods to slow the spread and none of them were taking it seriously! I recall that there were other things in the dream, but I can't remember what they were.'"
12652S,"'I was trying to type something into my phone, but not being able to. I was searching for a show that I saw a commercial for and I couldn't get the letters to enter correctly. It was called ""Dr"" something. I remember opening the door to the guest house of my childhood home and thinking that I wouldn't see my brothers for a long time for some reason, then being outside under the windows, watching the wind whip the curtains around. It was overcast. There is more but I can't remember.'"
16317L,"'I was trying to urinate in my dream, but couldn't because someone was watching'"
25505S,'I was trying to volunteer with a group of grizzly bears'
1705S,'I was trying to win a chemistry competition that was less than legitimate but it had prize money I was hoping to pay my rent with since I won't have my job this summer.'
6668L,'I was trying to write code on a computer and was having trouble'
17664S,'I was underwater. There was an octopus.  I can't really another thing.'
25620S,"'I was up North in a gift shop and then restaurant and only half the people were wearing masks, it was confusing and I wanted to leave. My neighbor was also there.'"
21148L,"'I was updating a database of local birds. With images of lovely birds in my dream mind, though the dream database was just that.'"
2553L,'I was updating my mother [who died in 2003 after many years of being unresponsive with dementia] about what her grandchildren and the great-grandchildren are doing'
20267L,'I was upset because I had put the wrong fake mustache on and my friend was wearing the one that I had planned on wearing (I am planning on wearing a fake mustache and fedora to one of my meetings today so it isn't as random as it sounds)'
19389S,"'I was upset because some persone said I work bad. And I was trying to convince them, that they need to provide a detailed feedback instead of this generic upsetting statement.'"
26582S,'I was using my non-dominant hand to work on a project in process.'
10173S,'I was using snippets of different movies to try and make my own movie. I was using editing software for it.'
16648L,'I was vacationing in Cozumel with my husband and a group of friends and trying to find a restaurant with outdoor seating where we could social distance.'
23900S,"'I was vacationing with friends internationally and we had a gorgeous, large vacation home to stay in.'"
16209L,'I was vacationing with my partner and my family. I then had items consistently being stolen from my hotel room so I had to call the police. Not much was done to resolve the situation.'
21009S,'I was very angry and I felt the walls closing in. My husband said I was talking in my sleep and it woke him up'
23757S,"'I was very angry and stressed, because I was getting interrupted while at work, no one was taking my seriously.'"
12744L,'I was very stressed with my mind racing. My dreams were segmented and happened when I went into and out of sleep it seemed.'
13859S,"'I was very, very tired when I went to bed, and I was awakened by a phone call in the morning, I don't think that I had dreams. If I did, I don't remember them.'"
2887L,"'I was Vincent Van Gaugh and my teeth fell out, so I needed to paint them back on.'"
19757S,'I was visited by many friends all in one room and I struggled to sit anywhere near them and do any visiting. Also everyone who came brought me chocolate candy. I am diabetic and struggled not to eat. (Halloween was last night)  It is very rare for me to remember a dream so vividly.'
5956S,"'I was visiting a Chinese American woman friend whose daughter was visiting. I was thinking I would introduce her to my other Chinese friend down the block after her daughter left so she wouldn't be lonely. The young woman was nice,but she had brought a friend's toddler with her and it made me wonder.  She came with a friend who stayed with her own relatives. When the two women wer waiting to go to the airport,other  young Chinese women were there. Five were wearing western dress but my friend's daughter wore a beautiful red Chinese robe and her black hair was dyed a dark red.  Then she put on a blonde mustache. I told her not to use it until she got back to Beijing airport. I cried saying goodbye and went into the house.'"
5210L,'I was visiting a class at Columbia to see if I was interested in applying for their master program. The professor called on me and was impressed. I had to speak in front of the class but I had tootsie roll stuck in my teeth and I got my age wrong.'
15019L,'I was visiting a friend and her family but her family was different. A former employer of mine was now involved. It was weird.'
12593S,'I was visiting a friend from college at her home'
9362S,"'I was visiting a friend in DC and we were at a rooftop bar/restauraunt. I remember chatting, ordering appetizers, and taking a few pictures. (I was supposed to visit this friend at the start of April, but had to cancel the trip due to the outbreak).'"
4625L,"'I was visiting a friend who just moved to London, and when I was walking from my Airbnb with my sister to Starbucks, we were attacked by a bunch of teenagers with automatic weapons.'"
21436S,'I was visiting a high school friend at their university. Not really anything happened'
24094S,'I was visiting a home and admiring the beautiful  mid-century furniture'
220L,"'I was visiting a nursing home in an apartment, I may have seen an elder family member, maybe yes, maybe no, and then the apartment converted into a dorm and I was cleaning up stuff in my dorm with great urgency. I think there were little paper packets, almost like little packages of salt you would get from a dinner that I was picking up from tables and from the bathroom. Suddenly, a young woman, presumably of Asian descent but probably just with dark hair, entered the dorm suite and told me she was a 3L law school student and implied she lived here before and that she may have things in this dorm suite too. Anyway, there may have been other people in the dorm suite, but all of a sudden, I was with my senior year direct roommate and I almost bumped into him - he is very tall and has long, gangly legs. He then drove me in a somewhat nice car to a donut stand by the road and this woman who I recognize from a restaurant in my hometown had multiple tall silver carts of trays of donuts that I recognize from a donut place I go to on occasion, and she said something like they can't sell stuff or something disappointing like that. Then my direct roommate drove me to what I thought was a nice place but it was just Dunkin' Donuts attached to a farm stand. I saw some young men traveling on foot in a group and interacted with them briefly, and then the dream was over.   I am sorry this is so much detail but I went to bed so late and this is one of the strangest dreams I've ever had.'"
7339S,'I was visiting a university friend's home. On getting there I discovered an old family friend was working as their cleaner. His regular job is a priest but in the dream he was working as a cleaner as he could no longer give sermons due to covid.'
8452S,'I was visiting an earlier workplace of mine. Met some old colleagues. Trouble getting back on the bus couldn't  start my iPhone. Saw the bus leaving without me! Got very anges!'
1988L,"'I was visiting an older couple, they were living in my old grandparents apartment on Louvain, it even smelled like their place and all the furniture was still there - I was moved. Later I was skyping with my family (on my dad's side) for Easter - they were all in that apartment, in the stairs outside. I was skyping from home, with my cousin I think. Then during the call, something went wrong, someone fell, there was blood, then 2 strangers ran out of the case, more hits and screams were heard. Then it was a series of shot where that guy had a small baseball hat and was hitting people in the street, the parks, even a dad with his baby in his hand. Terrifying views.  Later I'm travelling with my cousin - there's a little bit when we're shopping clothes in a giant mall, the same that I sometimes see in my dreams. She bought leather pants, short ones, for her show.  We are later in a countryside house. It's the house of the guy who hit our family. I see him kiss goodnight to his son, who asks if he can play hockey the next day, the answer seems to be no and the kid smiles and says something about having grey lips anyway. It's true that his lips are anormally big and grey. He has a second son too. I don't see him as a violent person but as a dad now I guess. We have to leave because Kev and I promessed to take care of something in the street in front of my parents place, like shovelling snow around a tube in the street. Back with my cousin, the guy told us he can lift us. We say ok. It's a huge car, very high, like a small truck. I go in the back, we're excited because it's just like hitchhiking in the old days.'"
12790S,"'I was visiting family in Iceland.  We were enjoying the last of the snow and swapping books, then a friend who was with me ended up collapsing in the living room and vomiting transparent bile and we couldn't wake him up.  He was coated in sweat and someone said that it was the new swine flu. We were attempting to load him into a snowmobile to get him to the hospital.  When i was rubbing his back, my mother yelled that I was exposing myself to his germs.'"
1881S,'I was visiting my college.'
7118L,'I was visiting my daughter and her partner in Scotland...we went hiking and to the beach. Everything was very colorful and beautiful!'
15237S,'I was visiting my grandkids in their house -- except it was a different house and everything was noticeably weird. They had adapted creatively and were thriving.   Which is a good metaphor for how they seem to be handling all this.'
13589L,'I was visiting my grandparents grave.'
18697S,'I was visiting my mom in the hospital. I then decided to head home but got lost and had a hard time getting back to my mom's hospital room.'
28182S,'I was visiting my parents'
29184S,'I was visiting my parents    I was talking about my pregnancy to a friend'
25938S,'I was visiting my summer home and there had been burglars.Whatever elseI woke very upset'
11411L,'I was visiting my violin teacher in Japan with my husband and a couple friends from high school.'
1313S,"'I was visiting San Francisco and someone had recommended a boat ride around the bay. Onboard I was overhearing all these people talking about cruises they had been on (one had sailed there from Moscow). That's when I realized the big mistake I'd made being in this boat, but it had already pulled out of port. Then the dream flashed forward to being in gym class with a friend from HS (in real life I'm 31) and we both had reason to fear exposure so they gave us different clothes to wear while ours were washed and had us do an art project together instead of play with the other kids. At the end, I saw someone I used to work with struggling to sit up on a workout bench so I went to him and offered my hand, and reminded him slightly too late that ""I might have Coronavirus.""'"
23362S,'I was visiting some friends from college in Florida.'
4106L,"'I was visiting some friends, but everyone had to leave at a certain time.'"
25988S,"'I was visiting the United States with Steve and someone else. I think we were visiting a friend and maybe helping them move. We were standing in the driveway talking to them. Then we left and were walking through a town. I realized that everyone was vaccinated except us. We passed a row of stores and one of us pointed out that the branches overhead spelled ""TARZAN."" Then I realized it was the name of the restaurant and it was designed that way. We went to an event with Stephanie at Wesleyan and we put our masks on. I was self-conscious because we were the only ones with masks. Later I said that I was worried about coming to the states because I didn't know if Canada would let me back in; but since we were here now, I wonder if I should get the vaccine -- though I would have to get the second shot at some point, probably back in Canada. I worried about the border turning me away but tried not to think about it.'"
3711L,"'I was visiting Toronto with my daughter as babysitter to the grandchildren, and someone stole all my luggage. I couldn't contact my daughter for help because I didn't know her phone number (programmed into my lost phone), and couldn't go anywhere for help without the cash and ID in my missing wallet. Much anxiety ensued.'"
5168S,'I was volunteering at a self development program at a hotel. There were other volunteers too. The facilitator was a monk. A female volunteer friend said she had already visited the monk a little earlier that morning to say Good morning.'
28374S,'I was voting in a local election'
5482S,"'I was w my sister at a college symposium until 4:30 pm when she realized she had to get her kids and some neighbor's. We walked downhill to her husband's work, then realized he had a Half hour yet, so she was going for the neighbor kids. It was 5 and I had to get back to school for supper. I had no $ so had to walk uphill to get to school. Almost got lost, climbed steps,but got there only 30 min late. Then I couldn't find my dorm among all because My room faced back. After walking around and asking 2upperclasswomen, I got in the correct building but I was still having trouble with retracing my way to my room #215. Finally I found it but had to go to work at the ER.  I got there late but ahead of another nurse. She wanted to work but I was first.  She wouldn't back off so I suggested a compromise:  Each would work 4 hrs. today & next Tuesday. She refused. I went to work. She ....?'"
1270S,"'I was waiting for my bus at school or something and two trees outside we're catching on fire. Volunteers climbed the trees and batted out the fires, getting burnt in the meantime. Then more trees started catching on fire and the same people climbed up to bat them out. They were totally red and covered in welts and I couldn't understand how they were still climbing trees. One of them fell and sliced his entire stomach open.  When he came down he and I sat on the grass and talked, and he refused to call 911 to tell them he was dying. Later in my dream I dreamt about fire again. I was watching a parachuter land, but he crashed into something and caught on fire before shooting off into the sky again in flames.'"
7946L,'I was waiting for my parents outside of a performance venue of some kind. I don't remember much more than that but I know I dreamt a lot last night.'
20776S,"'I was waiting for someone because I needed someone to come and help solve a problem. I looked out and saw a car pull up. My daughter's friend from high school, Orianne, got out of the car but she kind of slid out and was lying on her side on the pavement, half still in the car, looking at me, talking and smiling. She has long blonde hair and was wearing a nice blue dress and jewelry. I wondered if she would get up and as I looked at her face I thought about how long I had known her (since when the girls were in 2nd grade) and how I used to be good friends with her mother.'"
13648L,'I was waiting for something to happen and I was questioning why it wasn't happening yet. I don't know what I was waiting for though.'
21210S,"'I was waiting for the bus at the bus stop, and a group of men came up and told me they were going to assault me'"
7732S,"'I was waiting for the Green Line trolley, which I could see at the stop before me. As often happens in real life, it wasn't moving. I closed my eyes and when it finally came, I realized someone had grabbed my hand and was trying to help me on the train because she thought I was blind.     Second dream: someone was playing one of the Vivaldi violin concertos popular among skillful young students. The unseen person played very well but the sound quality was terrible. I was explaining to someone else that this had to be a small child using a 1/4 size violin, because the little instruments always sound like a Kleenex box with strings. [True.] The door opened, and a 6-year-old walked out with a tiny instrument.'"
21079S,'I was waiting in a cafeteria while my wife was in a meeting. I started talking with two younger men about  my work experiences in the food processing industry and how inexpensive much of our food we eat relative to the work that goes into it especially for animal protein. When I met my wife after her meeting I commented that I had spent my time being a chatty old man which is not usual for me as I tend to be rather introverted.'
21387L,"'I was waiting in line to enter a theater before the doors had opened and there was a group ahead of me that was together. About 10 or 15 people. Someone suggested that we play the telephone game where you tell a secret to the first person and they pass it down the line from person to person secretly until you get to the last person and then see how much the message has changed. The group said they did this all the time and were very good at getting the right message through. I proposed starting the message and started to tell the first person my message and they said, oh no that's not the message. We always use this one. It turned out that they were so good at the game because they had a fixed message that they always used and had all memorized. I was a bit dumbfounded and felt like some people just don't want to hear new messages.'"
8084L,'I was waiting in line to get tickets. All of my dreams these days seem like they are in a basement and I'm in line for something. It's fuzzy now but it wasn't when I woke up.'
4914L,'I was waiting in line to order coffee'
46LA,"'I was walking along a road with someone. A car stopped and the person rolled down the window to say that someone's dog was missing.  As I was walking further along I saw a dog.  I looked on its tag and saw phone numbers. I tried calling one of the numbers with my cell phone but the numbers were hard to read.  I had a dream that I was in high school and there were two days left of my senior year. I had to finish the term paper I started for history, but couldn't find the 3 pages I'd already written.  I had to submit about 12 paintings for the art final project but needed a few more, so I started painting some pictures which weren't very good but would just meet the required number.  There was a project due for another subject that I hadn't started.  But I realized that I had already graduated high school long ago, and I was just repeating it, but it didn't matter whether I passed or not because I had already graduated long ago.'"
19991L,"'I was walking along a sidewalk to meet a friend. When we met up we continued walking to meet another friend. Then we walked to meet up with a 3rd friend, together we went to a meeting.'"
21013S,"'I was walking along the boardwalk/beach in Nice, France. It was really early in the morning & there were no people out yet. The light was pinkish and the air damp & fresh. I felt peaceful.'"
18525L,"'I was walking alongside a romantic interest in a sidewalk, deep in conversation.'"
9794S,'I was walking and kept running into old high school friends.'
14730L,'I was walking around a strange apartment building and had to negotiate wired stairways. I never seems to get to a destination apartment. In earlier one I was collecting items to fill a grid of things shown on a picture. Not sure about reason.'
